;Reservoirs;Sparsity;Spectral Radius;Fitness
0;99.0;0.283;0.175;-0.05
1;381.0;0.182;0.336;-0.058333333333333334
2;90.0;0.055;0.391;-0.15
3;90.0;0.055;0.391;-0.15
4;90.0;0.055;0.391;-0.15
5;90.0;0.055;0.391;-0.15
6;90.0;0.055;0.391;-0.15
7;90.0;0.055;0.391;-0.15
8;90.0;0.055;0.391;-0.15
9;90.0;0.055;0.391;-0.15
10;90.0;0.055;0.391;-0.15
11;90.0;0.055;0.391;-0.15
12;90.0;0.055;0.391;-0.15
13;90.0;0.055;0.391;-0.15
14;90.0;0.055;0.391;-0.15
15;90.0;0.055;0.391;-0.15
16;90.0;0.055;0.391;-0.15
17;90.0;0.055;0.391;-0.15
18;90.0;0.055;0.391;-0.15
19;90.0;0.055;0.391;-0.15
20;90.0;0.055;0.391;-0.15
21;90.0;0.055;0.391;-0.15
22;90.0;0.055;0.391;-0.15
23;90.0;0.055;0.391;-0.15
24;90.0;0.055;0.391;-0.15
25;90.0;0.055;0.391;-0.15
26;90.0;0.055;0.391;-0.15
27;90.0;0.055;0.391;-0.15
28;90.0;0.055;0.391;-0.15
29;90.0;0.055;0.391;-0.15
30;90.0;0.055;0.391;-0.15
31;90.0;0.055;0.391;-0.15
32;90.0;0.055;0.391;-0.15
33;90.0;0.055;0.391;-0.15
34;90.0;0.055;0.391;-0.15
35;90.0;0.055;0.391;-0.15
36;90.0;0.055;0.391;-0.15
37;90.0;0.055;0.391;-0.15
38;90.0;0.055;0.391;-0.15
39;90.0;0.055;0.391;-0.15
40;90.0;0.055;0.391;-0.15
41;90.0;0.055;0.391;-0.15
42;90.0;0.055;0.391;-0.15
43;90.0;0.055;0.391;-0.15
44;90.0;0.055;0.391;-0.15
45;90.0;0.055;0.391;-0.15
46;90.0;0.055;0.391;-0.15
47;90.0;0.055;0.391;-0.15
48;90.0;0.055;0.391;-0.15
49;90.0;0.055;0.391;-0.15
50;90.0;0.055;0.391;-0.15
51;302.0;0.688;0.328;-0.15833333333333335
52;302.0;0.688;0.328;-0.15833333333333335
53;302.0;0.688;0.328;-0.15833333333333335
54;302.0;0.688;0.328;-0.15833333333333335
55;302.0;0.688;0.328;-0.15833333333333335
56;302.0;0.688;0.328;-0.15833333333333335
57;302.0;0.688;0.328;-0.15833333333333335
58;302.0;0.688;0.328;-0.15833333333333335
59;302.0;0.688;0.328;-0.15833333333333335
60;302.0;0.688;0.328;-0.15833333333333335
61;302.0;0.688;0.328;-0.15833333333333335
62;302.0;0.688;0.328;-0.15833333333333335
63;302.0;0.688;0.328;-0.15833333333333335
64;302.0;0.688;0.328;-0.15833333333333335
65;302.0;0.688;0.328;-0.15833333333333335
66;302.0;0.688;0.328;-0.15833333333333335
67;302.0;0.688;0.328;-0.15833333333333335
68;302.0;0.688;0.328;-0.15833333333333335
69;302.0;0.688;0.328;-0.15833333333333335
70;302.0;0.688;0.328;-0.15833333333333335
71;302.0;0.688;0.328;-0.15833333333333335
72;302.0;0.688;0.328;-0.15833333333333335
73;302.0;0.688;0.328;-0.15833333333333335
74;302.0;0.688;0.328;-0.15833333333333335
75;302.0;0.688;0.328;-0.15833333333333335
76;302.0;0.688;0.328;-0.15833333333333335
77;302.0;0.688;0.328;-0.15833333333333335
78;302.0;0.688;0.328;-0.15833333333333335
79;324.0;0.76;0.086;-0.16666666666666669
80;324.0;0.76;0.086;-0.16666666666666669
81;324.0;0.76;0.086;-0.16666666666666669
82;324.0;0.76;0.086;-0.16666666666666669
83;324.0;0.76;0.086;-0.16666666666666669
84;324.0;0.76;0.086;-0.16666666666666669
85;324.0;0.76;0.086;-0.16666666666666669
86;324.0;0.76;0.086;-0.16666666666666669
87;324.0;0.76;0.086;-0.16666666666666669
88;324.0;0.76;0.086;-0.16666666666666669
89;324.0;0.76;0.086;-0.16666666666666669
90;324.0;0.76;0.086;-0.16666666666666669
91;324.0;0.76;0.086;-0.16666666666666669
92;324.0;0.76;0.086;-0.16666666666666669
93;324.0;0.76;0.086;-0.16666666666666669
94;324.0;0.76;0.086;-0.16666666666666669
95;324.0;0.76;0.086;-0.16666666666666669
96;324.0;0.76;0.086;-0.16666666666666669
97;324.0;0.76;0.086;-0.16666666666666669
98;324.0;0.76;0.086;-0.16666666666666669
99;324.0;0.76;0.086;-0.16666666666666669
100;324.0;0.76;0.086;-0.16666666666666669
101;324.0;0.76;0.086;-0.16666666666666669
102;324.0;0.76;0.086;-0.16666666666666669
103;324.0;0.76;0.086;-0.16666666666666669
104;324.0;0.76;0.086;-0.16666666666666669
105;324.0;0.76;0.086;-0.16666666666666669
106;324.0;0.76;0.086;-0.16666666666666669
107;324.0;0.76;0.086;-0.16666666666666669
108;324.0;0.76;0.086;-0.16666666666666669
109;324.0;0.76;0.086;-0.16666666666666669
110;324.0;0.76;0.086;-0.16666666666666669
111;324.0;0.76;0.086;-0.16666666666666669
112;324.0;0.76;0.086;-0.16666666666666669
113;324.0;0.76;0.086;-0.16666666666666669
114;324.0;0.76;0.086;-0.16666666666666669
115;324.0;0.76;0.086;-0.16666666666666669
116;324.0;0.76;0.086;-0.16666666666666669
117;324.0;0.76;0.086;-0.16666666666666669
118;324.0;0.76;0.086;-0.16666666666666669
119;324.0;0.76;0.086;-0.16666666666666669
120;324.0;0.76;0.086;-0.16666666666666669
121;324.0;0.76;0.086;-0.16666666666666669
122;324.0;0.76;0.086;-0.16666666666666669
123;324.0;0.76;0.086;-0.16666666666666669
124;324.0;0.76;0.086;-0.16666666666666669
125;324.0;0.76;0.086;-0.16666666666666669
126;324.0;0.76;0.086;-0.16666666666666669
127;324.0;0.76;0.086;-0.16666666666666669
128;324.0;0.76;0.086;-0.16666666666666669
129;324.0;0.76;0.086;-0.16666666666666669
130;324.0;0.76;0.086;-0.16666666666666669
131;324.0;0.76;0.086;-0.16666666666666669
132;324.0;0.76;0.086;-0.16666666666666669
133;324.0;0.76;0.086;-0.16666666666666669
134;324.0;0.76;0.086;-0.16666666666666669
135;324.0;0.76;0.086;-0.16666666666666669
136;324.0;0.76;0.086;-0.16666666666666669
137;324.0;0.76;0.086;-0.16666666666666669
138;324.0;0.76;0.086;-0.16666666666666669
139;324.0;0.76;0.086;-0.16666666666666669
140;324.0;0.76;0.086;-0.16666666666666669
141;324.0;0.76;0.086;-0.16666666666666669
142;324.0;0.76;0.086;-0.16666666666666669
143;324.0;0.76;0.086;-0.16666666666666669
144;324.0;0.76;0.086;-0.16666666666666669
145;324.0;0.76;0.086;-0.16666666666666669
146;324.0;0.76;0.086;-0.16666666666666669
147;324.0;0.76;0.086;-0.16666666666666669
148;324.0;0.76;0.086;-0.16666666666666669
149;324.0;0.76;0.086;-0.16666666666666669
150;324.0;0.76;0.086;-0.16666666666666669
151;324.0;0.76;0.086;-0.16666666666666669
152;324.0;0.76;0.086;-0.16666666666666669
153;324.0;0.76;0.086;-0.16666666666666669
154;324.0;0.76;0.086;-0.16666666666666669
155;324.0;0.76;0.086;-0.16666666666666669
156;324.0;0.76;0.086;-0.16666666666666669
157;324.0;0.76;0.086;-0.16666666666666669
158;324.0;0.76;0.086;-0.16666666666666669
159;324.0;0.76;0.086;-0.16666666666666669
160;324.0;0.76;0.086;-0.16666666666666669
161;324.0;0.76;0.086;-0.16666666666666669
162;324.0;0.76;0.086;-0.16666666666666669
163;324.0;0.76;0.086;-0.16666666666666669
164;324.0;0.76;0.086;-0.16666666666666669
165;324.0;0.76;0.086;-0.16666666666666669
166;324.0;0.76;0.086;-0.16666666666666669
167;324.0;0.76;0.086;-0.16666666666666669
168;324.0;0.76;0.086;-0.16666666666666669
169;324.0;0.76;0.086;-0.16666666666666669
170;324.0;0.76;0.086;-0.16666666666666669
171;324.0;0.76;0.086;-0.16666666666666669
172;324.0;0.76;0.086;-0.16666666666666669
173;324.0;0.76;0.086;-0.16666666666666669
174;324.0;0.76;0.086;-0.16666666666666669
175;324.0;0.76;0.086;-0.16666666666666669
176;324.0;0.76;0.086;-0.16666666666666669
177;324.0;0.76;0.086;-0.16666666666666669
178;324.0;0.76;0.086;-0.16666666666666669
179;324.0;0.76;0.086;-0.16666666666666669
180;324.0;0.76;0.086;-0.16666666666666669
181;324.0;0.76;0.086;-0.16666666666666669
182;324.0;0.76;0.086;-0.16666666666666669
183;324.0;0.76;0.086;-0.16666666666666669
184;324.0;0.76;0.086;-0.16666666666666669
185;324.0;0.76;0.086;-0.16666666666666669
186;324.0;0.76;0.086;-0.16666666666666669
187;324.0;0.76;0.086;-0.16666666666666669
188;324.0;0.76;0.086;-0.16666666666666669
189;324.0;0.76;0.086;-0.16666666666666669
190;324.0;0.76;0.086;-0.16666666666666669
191;324.0;0.76;0.086;-0.16666666666666669
192;324.0;0.76;0.086;-0.16666666666666669
193;324.0;0.76;0.086;-0.16666666666666669
194;324.0;0.76;0.086;-0.16666666666666669
195;324.0;0.76;0.086;-0.16666666666666669
196;324.0;0.76;0.086;-0.16666666666666669
197;324.0;0.76;0.086;-0.16666666666666669
198;324.0;0.76;0.086;-0.16666666666666669
199;324.0;0.76;0.086;-0.16666666666666669
200;324.0;0.76;0.086;-0.16666666666666669
201;324.0;0.76;0.086;-0.16666666666666669
202;324.0;0.76;0.086;-0.16666666666666669
203;324.0;0.76;0.086;-0.16666666666666669
204;324.0;0.76;0.086;-0.16666666666666669
205;324.0;0.76;0.086;-0.16666666666666669
206;324.0;0.76;0.086;-0.16666666666666669
207;324.0;0.76;0.086;-0.16666666666666669
208;324.0;0.76;0.086;-0.16666666666666669
209;324.0;0.76;0.086;-0.16666666666666669
210;324.0;0.76;0.086;-0.16666666666666669
211;324.0;0.76;0.086;-0.16666666666666669
212;324.0;0.76;0.086;-0.16666666666666669
213;324.0;0.76;0.086;-0.16666666666666669
214;324.0;0.76;0.086;-0.16666666666666669
215;324.0;0.76;0.086;-0.16666666666666669
216;324.0;0.76;0.086;-0.16666666666666669
217;324.0;0.76;0.086;-0.16666666666666669
218;324.0;0.76;0.086;-0.16666666666666669
219;324.0;0.76;0.086;-0.16666666666666669
220;324.0;0.76;0.086;-0.16666666666666669
221;324.0;0.76;0.086;-0.16666666666666669
222;324.0;0.76;0.086;-0.16666666666666669
223;324.0;0.76;0.086;-0.16666666666666669
224;324.0;0.76;0.086;-0.16666666666666669
225;324.0;0.76;0.086;-0.16666666666666669
