;Units;Epochs;Batch Size;Activation;Fitness
0;99;151;97;softsign;-0.16666666666666669
1;99;151;97;softsign;-0.16666666666666669
2;99;151;97;softsign;-0.16666666666666669
3;99;151;97;softsign;-0.16666666666666669
4;393;238;338;softplus;-0.175
5;393;238;338;softplus;-0.175
6;393;238;338;softplus;-0.175
7;393;238;338;softplus;-0.175
8;215;327;214;softplus;-0.2666666666666667
9;215;327;214;softplus;-0.2666666666666667
10;215;327;214;softplus;-0.2666666666666667
11;215;327;214;softplus;-0.2666666666666667
12;215;327;214;softplus;-0.2666666666666667
13;215;327;214;softplus;-0.2666666666666667
14;215;327;214;softplus;-0.2666666666666667
15;215;327;214;softplus;-0.2666666666666667
16;215;327;214;softplus;-0.2666666666666667
17;215;327;214;softplus;-0.2666666666666667
18;215;327;214;softplus;-0.2666666666666667
19;215;327;214;softplus;-0.2666666666666667
20;215;327;214;softplus;-0.2666666666666667
21;215;327;214;softplus;-0.2666666666666667
22;215;327;214;softplus;-0.2666666666666667
23;215;327;214;softplus;-0.2666666666666667
24;215;327;214;softplus;-0.2666666666666667
25;215;327;214;softplus;-0.2666666666666667
26;215;327;214;softplus;-0.2666666666666667
27;215;327;214;softplus;-0.2666666666666667
28;215;327;214;softplus;-0.2666666666666667
29;215;327;214;softplus;-0.2666666666666667
30;215;327;214;softplus;-0.2666666666666667
31;215;327;214;softplus;-0.2666666666666667
32;215;327;214;softplus;-0.2666666666666667
33;215;327;214;softplus;-0.2666666666666667
34;215;327;214;softplus;-0.2666666666666667
35;215;327;214;softplus;-0.2666666666666667
36;215;327;214;softplus;-0.2666666666666667
37;215;327;214;softplus;-0.2666666666666667
38;215;327;214;softplus;-0.2666666666666667
39;215;327;214;softplus;-0.2666666666666667
40;215;327;214;softplus;-0.2666666666666667
41;215;327;214;softplus;-0.2666666666666667
42;215;327;214;softplus;-0.2666666666666667
43;215;327;214;softplus;-0.2666666666666667
44;215;327;214;softplus;-0.2666666666666667
45;215;327;214;softplus;-0.2666666666666667
46;215;327;214;softplus;-0.2666666666666667
47;215;327;214;softplus;-0.2666666666666667
48;215;327;214;softplus;-0.2666666666666667
49;215;327;214;softplus;-0.2666666666666667
50;215;327;214;softplus;-0.2666666666666667
51;215;327;214;softplus;-0.2666666666666667
52;215;327;214;softplus;-0.2666666666666667
53;215;327;214;softplus;-0.2666666666666667
54;215;327;214;softplus;-0.2666666666666667
55;215;327;214;softplus;-0.2666666666666667
56;215;327;214;softplus;-0.2666666666666667
57;215;327;214;softplus;-0.2666666666666667
58;215;327;214;softplus;-0.2666666666666667
59;215;327;214;softplus;-0.2666666666666667
60;215;327;214;softplus;-0.2666666666666667
61;215;327;214;softplus;-0.2666666666666667
62;215;327;214;softplus;-0.2666666666666667
63;215;327;214;softplus;-0.2666666666666667
64;215;327;214;softplus;-0.2666666666666667
65;215;327;214;softplus;-0.2666666666666667
66;215;327;214;softplus;-0.2666666666666667
67;215;327;214;softplus;-0.2666666666666667
68;215;327;214;softplus;-0.2666666666666667
69;215;327;214;softplus;-0.2666666666666667
70;215;327;214;softplus;-0.2666666666666667
71;215;327;214;softplus;-0.2666666666666667
72;215;327;214;softplus;-0.2666666666666667
73;215;327;214;softplus;-0.2666666666666667
74;215;327;214;softplus;-0.2666666666666667
75;215;327;214;softplus;-0.2666666666666667
76;215;327;214;softplus;-0.2666666666666667
77;215;327;214;softplus;-0.2666666666666667
78;215;327;214;softplus;-0.2666666666666667
79;215;327;214;softplus;-0.2666666666666667
