;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;252;359;gbtree;0.3318;0.5496;-0.20833333333333334
1;283;237;gbtree;0.7968;0.5568;-0.2333333333333333
2;283;237;gbtree;0.7968;0.5568;-0.2333333333333333
3;283;237;gbtree;0.7968;0.5568;-0.2333333333333333
4;279;256;gbtree;0.8052;0.6256;-0.24166666666666664
5;266;264;gbtree;0.8912;0.5467;-0.25
6;266;264;gbtree;0.8912;0.5467;-0.25
7;266;264;gbtree;0.8912;0.5467;-0.25
8;266;264;gbtree;0.8912;0.5467;-0.25
9;266;264;gbtree;0.8912;0.5467;-0.25
10;266;264;gbtree;0.8912;0.5467;-0.25
11;266;264;gbtree;0.8912;0.5467;-0.25
12;266;264;gbtree;0.8912;0.5467;-0.25
13;266;264;gbtree;0.8912;0.5467;-0.25
14;266;264;gbtree;0.8912;0.5467;-0.25
