;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;393;293;gbtree;0.7442;0.3245;-0.225
1;393;293;gbtree;0.7442;0.3245;-0.225
2;314;202;gbtree;0.9701;0.5058;-0.26666666666666666
3;314;202;gbtree;0.9701;0.5058;-0.26666666666666666
4;314;202;gbtree;0.9701;0.5058;-0.26666666666666666
5;314;202;gbtree;0.9701;0.5058;-0.26666666666666666
6;314;202;gbtree;0.9701;0.5058;-0.26666666666666666
7;314;202;gbtree;0.9701;0.5058;-0.26666666666666666
8;314;202;gbtree;0.9701;0.5058;-0.26666666666666666
9;314;202;gbtree;0.9701;0.5058;-0.26666666666666666
10;314;202;gbtree;0.9701;0.5058;-0.26666666666666666
11;314;202;gbtree;0.9701;0.5058;-0.26666666666666666
12;323;214;gbtree;0.9684;0.5049;-0.275
13;323;214;gbtree;0.9684;0.5049;-0.275
14;323;214;gbtree;0.9684;0.5049;-0.275
