;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;318;354;gbtree;0.8654;0.5196;-0.24166666666666664
1;318;354;gbtree;0.8654;0.5196;-0.24166666666666664
2;318;354;gbtree;0.8654;0.5196;-0.24166666666666664
3;291;355;gbtree;0.8971;0.5836;-0.2416666666666667
4;291;355;gbtree;0.8971;0.5836;-0.2416666666666667
5;291;355;gbtree;0.8971;0.5836;-0.2416666666666667
6;338;337;gbtree;0.9653;0.5229;-0.25
7;338;337;gbtree;0.9653;0.5229;-0.25
8;338;337;gbtree;0.9653;0.5229;-0.25
9;306;334;gbtree;0.9166;0.4827;-0.2583333333333333
10;306;334;gbtree;0.9166;0.4827;-0.2583333333333333
11;312;336;gbtree;0.9125;0.5075;-0.25833333333333336
12;312;336;gbtree;0.9125;0.5075;-0.25833333333333336
13;312;336;gbtree;0.9125;0.5075;-0.25833333333333336
14;312;336;gbtree;0.9125;0.5075;-0.25833333333333336
