DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-08-31;13382.675168381911;7475.391393040016;7094.1262791783365;5644.0103;6049.685699817528
2024-09-30;4823.116781998651;9220.359023598516;7600.65365125071;7872.5806;7805.346772941192
2024-10-31;7069.447074946899;9027.102305515902;8524.72621896622;9292.199;9164.548026265842
