DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-08-31;31977.26469385246;18675.993264715995;16354.91505588094;11155.274;17400.97091853084
2024-09-30;37893.332611022684;21731.410858616557;17645.941207877087;17846.816;19655.52258050982
2024-10-31;49509.832275422705;29495.402216760474;18091.71712990713;18536.195;29298.136516137653
