DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-08-31;13338.018791799535;13262.77668647405;18224.251655566655;17460.28;16431.748489185222
2024-09-30;23116.462462801806;25176.837782054896;19088.538794816297;22107.643;22357.07286208964
2024-10-31;24271.771957445282;24542.92972189404;20910.553542291043;24970.271;24831.089411818593
