DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-08-31;3168.3314729497233;2921.2323370167096;3116.387619140119;2745.2744;3139.977034431198
2024-09-30;3347.2077579177294;3421.963243416418;3353.683457283457;2716.3694;3346.6411500640265
2024-10-31;4001.145151911513;3293.89588041831;3418.5756397306395;2889.058;3353.432694119661
