DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2024-08-31;13382.675168381911;7475.391393040016;7094.1262791783365;5644.0103;7266.710606950481;7266.710606950481
2024-09-30;4823.116781998651;9220.359023598516;7600.65365125071;7872.5806;7603.644849309289;7603.644849309289
2024-10-31;7069.447074946899;9027.102305515902;8524.72621896622;9292.199;8781.593400606085;8781.593400606085
