DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-08-31;15393.892018198918;10653.13088009683;11985.45603896104;11067.301;11975.35633478295
2024-09-30;11763.033558764984;12838.626041182757;12218.624926184926;12604.002;12222.864079061515
2024-10-31;11633.782137135553;13931.331339110766;11916.060819485525;11366.282;11770.42645399508
