DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2024-08-31;2009.4910372959057;2857.6442416808763;3151.338644868204;2989.4346;3003.557912717694;3003.557912717694
2024-09-30;4364.075047469694;5051.850434536087;5235.984901209901;4733.1177;5118.448096153376;5118.448096153376
2024-10-31;4823.353505783286;5612.18530981382;5288.1210483960485;4557.8833;5242.846321772669;5242.846321772669
