DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-08-31;7187.077592532606;6498.7039183296065;6164.261580228052;5828.5015;5994.208735724506
2024-09-30;9233.35466522476;9668.852417333645;6381.867097162097;4279.298;5558.026782094723
2024-10-31;11237.70563933815;8189.654476121554;8467.602573907574;9159.9375;8954.396700763225
