DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-08-31;5322.290340222979;3845.219577286966;5061.606911269559;5304.782;5276.88413679738
2024-09-30;4344.934318596296;5953.459326991241;5298.498564213564;5002.504;5075.688750453775
2024-10-31;4609.1944268991465;5576.501103750228;5046.314175084175;5021.0723;5027.313416396756
