DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-08-31;9223.7991473986;7847.907986263602;9196.165984538336;8508.215;9134.19165868298
2024-09-30;7574.497820748801;7196.539537592321;8360.036052651052;6605.5566;7469.852163259678
2024-10-31;6451.168358787764;8046.347107114679;9233.92254985755;7579.717;7995.951014818311
