DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-08-31;17617.656896127362;10404.095854752964;10940.123861655773;9658.968;9909.46725524034
2024-09-30;12792.172350842126;12096.43411600816;10106.797374199872;9443.336;10185.325555497975
2024-10-31;15830.112094676513;12444.321111021683;11754.481828047681;11624.81;11742.152803456696
