DATA;MLP;RF;XGBoost
2023-11-30;6;2;6
2023-12-31;6;2;2
2024-01-31;2;2;2
2024-02-29;5;2;2
2024-03-31;6;2;2
2024-04-30;5;2;5
2024-05-31;5;5;5
2024-06-30;5;5;4
2024-07-31;3;5;5
2024-08-31;5;5;4
2024-09-30;5;5;5
2024-10-31;5;2;2
