DATA;MLP;RF;XGBoost
2023-11-30;5;2;3
2023-12-31;2;2;2
2024-01-31;2;2;2
2024-02-29;5;2;2
2024-03-31;6;6;6
2024-04-30;5;4;6
2024-05-31;5;4;5
2024-06-30;2;1;1
2024-07-31;2;1;4
2024-08-31;4;4;4
2024-09-30;4;1;6
2024-10-31;4;3;4
