DATA;MLP;RF;XGBoost
2023-11-30;2;6;2
2023-12-31;2;6;6
2024-01-31;2;6;6
2024-02-29;6;6;2
2024-03-31;6;6;6
2024-04-30;6;6;2
2024-05-31;2;5;2
2024-06-30;3;0;2
2024-07-31;3;3;2
2024-08-31;3;1;2
2024-09-30;4;2;4
2024-10-31;4;2;4
