;MAPE;RRMSE
ESN;0.1290455177680718;0.1736613968829087
MLP;0.1206958228345258;0.13886093051717918
RF;0.18536117565354182;0.21028589769593878
XGBoost;0.169169713048132;0.19232049931215633
WSB-LOCAL;0.12816360061458368;0.15423154414058296
WSB-GLOBAL;0.12816360061458368;0.15423154414058296
