;MAPE;RRMSE
ESN;0.2058533135261702;0.2354496015641841
MLP;0.3604693500304245;0.34513004303176564
RF;0.2347230994017592;0.27509966150400295
XGBoost;0.2443448682510313;0.2615686995259828
WSB-LOCAL;0.2281544246921385;0.25174403529350164
WSB-GLOBAL;0.2281544246921385;0.25174403529350164
