DATA;ESN;MLP;RF;XGBoost;WSB
2023-11-30;25799.93894032677;30898.371746469817;27114.83565275029;25272.58;25799.93894032677
2023-12-31;32480.030657818068;33048.426162117044;30766.263775674914;30339.05;32416.553591191485
2024-01-31;23017.24854986967;27745.71474613883;26411.200711380145;25700.271;23467.424750341765
2024-02-29;28816.213091452104;32252.526254013334;30845.04508531112;32633.535;29423.491806251775
2024-03-31;35844.06378708059;34311.294521369186;34336.45644322164;32724.264;35393.60768216565
2024-04-30;26790.591156381226;33562.21441843373;30504.00506779209;26719.1;27240.240982701955
2024-05-31;25864.46562337244;31009.39347764453;27619.1355265475;26841.37;26471.522109683447
2024-06-30;17267.137575915654;24019.11377213745;23721.785280466458;20148.121;20047.89648284571
2024-07-31;14748.723888621147;21677.5628587086;17252.193655815612;22301.42;17543.66780496155
2024-08-31;21669.50242255178;27537.781565577327;20292.08983276473;20159.395;21027.78857336302
2024-09-30;20283.258258001675;26519.302567570463;24360.946040232444;24855.174;23487.028086454942
2024-10-31;22413.366230355987;27966.011437996724;27009.412521415492;27846.902;26645.857448958504
