DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2023-11-30;2487.1118227024003;2985.4615200152653;2375.6424558522003;2229.174;2487.1118227024003;2487.1118227024003
2023-12-31;2139.711597645839;2742.1266340189723;1822.7663768690834;1953.9164;2118.9735539396006;2118.9735539396006
2024-01-31;1381.9592280188501;2181.5943197273405;1646.243732142019;1415.0009;1425.566171199173;1425.566171199173
2024-02-29;1897.3383545526574;2352.558899975486;1622.5306796535522;1564.0737;1822.0893911417431;1822.0893911417431
2024-03-31;2826.827115433569;2726.4720216421347;2534.7198453055394;2941.0388;2793.7099344823955;2793.7099344823955
2024-04-30;2816.256011597884;2898.2826806639505;2641.567131932942;2622.3083;2740.2247350977236;2740.2247350977236
2024-05-31;2306.752095208184;3076.3883503744114;2421.7832908167984;2558.922;2397.6343759490214;2397.6343759490214
2024-06-30;1933.5029855959992;2474.7089014237918;1986.8408471856474;2086.6216;1993.1172884530683;1993.1172884530683
2024-07-31;1989.357370674819;2389.764619411466;1832.0421854190286;2246.087;2206.2124786868153;2206.2124786868153
2024-08-31;3152.680109653559;2998.5916645241255;2827.2938357594003;2941.216;2995.668028874521;2995.668028874521
2024-09-30;2504.2624992837646;2938.030799977228;2629.1656381150597;2688.9307;2631.960685454233;2631.960685454233
2024-10-31;3153.563012528949;3144.124684015299;3122.9836397655295;2869.7764;3135.4049805744785;3135.4049805744785
