DATA;ESN;MLP;RF;XGBoost;WSB
2023-11-30;6398.449341218745;6873.119634324836;6250.337117207331;6206.2144;6398.449341218745
2023-12-31;5872.863586870903;6869.342041015217;5828.9737854824025;5668.6694;5866.892703596885
2024-01-31;3520.352885196694;5053.48551235125;4047.7445069506316;3972.9722;3591.1136652461346
2024-02-29;5128.866676925178;5988.80991438246;5495.003307357286;6220.9365;5261.658603046149
2024-03-31;6655.43933051676;6373.085399847482;6105.1086801427655;5615.689;6535.192906920321
2024-04-30;6258.028020880887;6779.5480203150655;6877.216760349761;7001.8867;6484.817052102139
2024-05-31;4575.60590148081;6293.542517224404;4704.818900232777;4838.2427;4632.1921854416905
2024-06-30;3870.549674342417;4834.340214177223;4756.713021910034;4326.618;4209.750757504225
2024-07-31;3849.1596588096572;4853.367530091196;3863.8269406033273;4737.204;4109.8774390556455
2024-08-31;5505.271418818196;6217.764317437757;6035.956700890888;6488.004;5909.202751798657
2024-09-30;5305.301857022795;5912.037511904455;6656.339016045686;6978.8115;6012.097636738708
2024-10-31;6665.178249828498;6873.31283998518;7496.99641022459;7642.8135;7078.166739081031
