DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2023-11-30;6311.983789336155;6621.652422452874;5792.149961330681;5880.5635;6311.983789336155;6311.983789336155
2023-12-31;6232.449211145825;6391.1770490025665;5746.357307211996;5591.303;6185.950654244841;6185.950654244841
2024-01-31;4504.922046015823;5674.000478981198;4168.9336969135065;3620.7273;4404.25694788141;4404.25694788141
2024-02-29;4639.566135341366;5576.568347774739;5307.607186299461;5729.1943;4871.474182918626;4871.474182918626
2024-03-31;6508.368711774631;6392.6992271506215;6146.043910596087;6043.966;6388.801527385712;6388.801527385712
2024-04-30;5774.260612055557;6202.556348168965;6434.866009856927;7037.934;6046.760338648623;6046.760338648623
2024-05-31;5807.26018253013;6438.812312529718;5927.906663991947;5997.015;5884.08456685634;5884.08456685634
2024-06-30;3209.9331836727874;4656.892863332392;3640.9560251945613;3395.3235;3387.922501238703;3387.922501238703
2024-07-31;3451.994473690694;4615.2439309795145;3114.599405997671;4363.961;4136.815808298161;4136.815808298161
2024-08-31;6431.041082660354;5975.201102465406;5691.671838489822;5945.7153;6081.633406571961;6081.633406571961
2024-09-30;5035.374933658807;5941.471665374182;6124.9543115600045;6661.225;5858.591328875643;5858.591328875643
2024-10-31;5840.857380169437;6366.051688865675;6443.646654441877;6220.5654;6317.471215311272;6317.471215311272
