DATA;ESN;MLP;RF;XGBoost;WSB
2023-11-30;6620.769543776294;7453.165852392606;6591.591185724701;5959.0156;6620.769543776294
2023-12-31;6384.2780114915795;7239.664634123476;6943.1558299195685;5805.1113;6415.315658793426
2024-01-31;3899.7998287509067;6077.378674455817;4784.828150639067;4141.808;3983.2541315964304
2024-02-29;5037.816121901589;6422.290586588337;5327.202911616237;5853.923;5221.999051251345
2024-03-31;6017.2334379758295;6635.227514004435;7323.496131499496;7275.0166;6488.477949688576
2024-04-30;6387.054897800169;7009.751919382126;7633.6267426579125;7974.264;6906.110278742558
2024-05-31;6211.875418753509;7400.027848326523;6814.022440134931;5810.801;6412.519204467493
2024-06-30;3415.362950208112;5440.079600224594;5395.742725967693;6669.891;4972.342603398604
2024-07-31;3036.7419994055113;4873.401306978858;4153.924432037868;3398.2434;3693.699478927677
2024-08-31;4555.950541442354;6070.564909840147;3586.4642693081764;4111.729;4333.919331877207
2024-09-30;4200.794199866244;5895.487946289176;4622.41748696298;5321.6655;5057.428809112569
2024-10-31;5021.042194119459;6442.641188449077;5536.373706899278;5196.386;5302.327643328897
