DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;6644.4381496880205;5234.1533;6331.317;4993.413;5491.8677
2024-06-30;4913.554720701888;5248.4873;6285.0684;5456.857;6037.3496
2024-07-31;5160.802013197326;5161.23;5519.585;5559.2715;4844.7495
2024-08-31;6406.017936665923;5248.2114;6399.833;5649.2573;5768.7505
2024-09-30;5549.924242534345;5197.0015;6083.326;5738.4834;5392.1313
2024-10-31;5860.611972776809;5216.6035;5869.6733;5665.348;5487.0967
