DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;28045.88583686342;22960.656;28215.906;22307.61;26551.896
2024-06-30;21990.869091857727;22269.049;22452.574;21349.111;21538.035
2024-07-31;19288.587652743638;21385.982;19031.576;19717.54;18558.895
2024-08-31;25655.00338837757;22589.766;15939.176;20695.816;21208.816
2024-09-30;30044.66445372901;23280.662;21389.639;23847.734;30466.691
2024-10-31;36876.56360098857;24069.117;29061.291;25456.404;26885.89
