DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;20788.69388911061;26858.72;25419.314;25534.793;24085.277
2024-06-30;18256.103428694063;25052.979;19592.264;21042.732;21328.361
2024-07-31;17218.798783965503;23934.219;15947.385;18262.865;21068.025
2024-08-31;25032.090188842645;24905.46;13264.969;18978.318;21202.95
2024-09-30;24925.636861013936;26652.775;18657.98;20268.107;23137.158
2024-10-31;24873.064134631106;25272.133;25459.979;22806.11;24689.111
