DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;14645.735036644699;20812.902;19453.213;21870.662;23715.691
2024-06-30;18511.909837452753;20928.389;21774.846;21356.174;19757.475
2024-07-31;14537.561393761685;20108.674;16623.598;21491.28;20441.812
2024-08-31;15334.529105416746;21216.371;20398.652;22114.344;22480.906
2024-09-30;20171.872788333785;19182.041;22495.803;22966.742;20204.555
2024-10-31;21457.43293796553;20753.867;23268.277;26457.277;25092.078
