DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;13459.671401372128;12889.653;14645.068;12024.633;11734.5205
2024-06-30;11726.449873955702;13002.012;13957.828;11382.573;11446.602
2024-07-31;11895.669842404572;12292.6045;10840.906;10340.596;10011.123
2024-08-31;16426.06618668211;12887.713;10588.899;11933.035;10951.445
2024-09-30;14506.74744366567;13289.349;12520.024;12509.261;13050.298
2024-10-31;13939.024397889742;13180.534;13466.426;12558.478;12605.513
