DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;10055.05775022268;9807.194;10546.61;9324.365;9707.441
2024-06-30;7938.193812999028;9756.155;10276.953;8903.433;7551.7466
2024-07-31;5730.193997357765;9287.993;6459.472;7577.0713;7076.16
2024-08-31;6840.913599697447;10115.259;7968.047;8120.2715;7852.804
2024-09-30;9272.700388706038;10565.924;9932.222;8587.193;8506.411
2024-10-31;9604.03098744755;10730.613;10937.6875;8686.229;9339.849
