DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;13618.46508657065;10943.752;10513.893;10015.367;12018.8
2024-06-30;13619.54325020756;11414.459;9134.529;9458.614;11511.716
2024-07-31;12879.94812664993;10288.098;8557.163;9610.539;11382.402
2024-08-31;13071.743835982941;11117.672;7287.0493;9674.745;11174.883
2024-09-30;13332.11249029511;11089.238;8882.265;9579.889;11174.883
2024-10-31;13033.410468627955;11113.672;10442.557;9852.151;11346.548
