DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;12784.90592115712;18027.756;15880.358;17288.271;16498.402
2024-06-30;12412.87404681623;17421.541;13235.865;17863.6;15428.736
2024-07-31;7807.719011871663;15781.133;12619.6455;14542.2705;13636.872
2024-08-31;14758.614314779854;17303.086;13040.419;16242.669;16653.03
2024-09-30;18911.511942827055;18534.523;12836.265;15519.989;15277.1455
2024-10-31;17089.24700239536;20427.537;19571.332;17415.42;15902.849
