CLASSES;MLP;RF;XGBoost
3;0,47222222222222215;0,5277777777777778;0,5625
4;0,4513888888888889;0,43055555555555564;0,3680555555555555
5;0,42361111111111116;0,37499999999999994;0,43750000000000017
6;0,31250000000000006;0,34027777777777773;0,3055555555555556
7;0,22222222222222218;0,3125;0,27777777777777785
8;0,1666666666666667;0,25000000000000006;0,2986111111111111
9;0,11805555555555557;0,20833333333333337;0,25000000000000006
10;0,14583333333333331;0,20138888888888887;0,21527777777777776
MÉDIA;0,2890625;0,3307291666666667;0,33940972222222227
