;MAPE;RRMSE
ESN;0.24788300400542929;0.34268979716127124
MLP;0.3361232421772218;0.3641626050253369
RF;0.19961747187736725;0.21081150241311644
XGBoost;0.2068635845175727;0.22799143471677322
WSB-LOCAL;0.19073580513889274;0.21090258603734677
WSB-GLOBAL;0.19073580513889274;0.21090258603734677
