;MAPE;RRMSE
ESN;0.17821663449429823;0.2805779825866919
MLP;0.5515133527901833;0.39815455618887485
RF;0.4196102025095971;0.3614795053524045
XGBoost;0.4141104880170526;0.3452048820889252
WSB-LOCAL;0.42595844421006723;0.3472468375541013
WSB-GLOBAL;0.42595844421006723;0.3472468375541013
