DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2023-11-30;10722.387423275963;12068.54909385193;11980.502951127817;13513.167;13513.167737245562;13513.167737245562
2023-12-31;10025.259096038799;12374.461077416294;10543.982163413926;11402.848;11310.687269004657;11310.687269004657
2024-01-31;147221.04178004558;5373.2118558119755;9911.557389287698;9504.325;9197.41580366483;9197.41580366483
2024-02-29;149827.41360338853;9212.25111117512;9140.393703703705;10747.147;10358.761305478145;10358.761305478145
2024-03-31;152879.5926606591;10415.363997111315;10298.876369763135;10408.972;10391.878006675395;10391.878006675395
2024-04-30;153722.5319456507;10616.747154739127;12372.036825586692;13230.225;12514.91695361767;12514.91695361767
2024-05-31;150804.2920352159;12023.439606135402;12627.604127173994;11348.393;11831.583186615202;11831.583186615202
2024-06-30;148219.935282546;10541.984200299137;9145.04245014245;8095.0493;9103.76721261618;9103.76721261618
2024-07-31;150540.14456615582;8478.73926039046;8801.345283790282;9444.943;8914.24527846287;8914.24527846287
2024-08-31;154529.8718366717;10047.957705726621;11219.708386243385;9985.894;10466.502721318388;10466.502721318388
2024-09-30;151694.24743992995;11172.055529764079;10080.31356033887;9483.048;10425.183127506933;10425.183127506933
2024-10-31;154128.62718014725;11198.811781033028;12275.974117836928;11554.099;11720.270227456818;11720.270227456818
