DATA;ESN;MLP;RF;XGBoost;WSB
2023-11-30;21617.36252592811;17141.18979248302;14340.848337938864;14708.544;14708.544054389
2023-12-31;22156.946819724115;15177.299989550716;12260.459032176403;14792.364;14808.490550593431
2024-01-31;27378.29284175279;7414.522811998432;12886.06488597173;14934.248;14762.641470177527
2024-02-29;24532.359497020705;12935.295822193031;11710.664481931326;19672.008;18825.358922832183
2024-03-31;33548.65966829399;15632.375337251626;14923.043020429861;13719.984;14068.0197052987
2024-04-30;22824.59366884043;14965.774716886572;15011.116718817248;14743.644;14812.01244384056
2024-05-31;38855.36815762193;17136.93791659175;14023.083996743997;14982.029;15182.43589590565
2024-06-30;37476.24913091848;15329.593937284304;14327.447778147778;15065.423;14972.795383302639
2024-07-31;26323.624412014804;16725.572300202715;14614.280456950459;15407.535;15524.784963591586
2024-08-31;30045.0794311381;17564.088845239305;17430.03323351456;20695.508;19087.623214866155
2024-09-30;19768.306266222924;15552.453848100515;17171.22167277969;14737.355;16098.422064994944
2024-10-31;20164.846075307498;15887.668366180942;17817.048151856172;15184.051;16721.614658910756
