;MAPE;RRMSE
ESN;0.34623985918972827;0.3757129654030019
MLP;0.25139406734777187;0.2926976080770397
RF;0.25279501122189935;0.26002032215061305
XGBoost;0.21517731596167713;0.23950232737311208
WSB;0.22752622677590895;0.25710764227420374
