;MAPE;RRMSE
ESN;0.22881632717175915;0.2880635063387561
MLP;0.2766870217346748;0.2572018554088477
RF;0.27705136457467355;0.26497346117206366
XGBoost;0.22152002309552343;0.238254804270994
WSB;0.22121810463644462;0.23227781200704994
