DATA;ESN;MLP;RF;XGBoost;WSB
2023-11-30;10578.314480487586;9835.466959204676;8522.520085100085;8830.475;8830.47482073307
2023-12-31;9403.16340797462;8863.937161684493;8386.50064065564;8650.468;8659.283372422644
2024-01-31;4424.554873362902;5745.57147603196;8438.754807322308;6944.007;6845.028566495541
2024-02-29;5584.160357740491;7099.415346681368;8522.520085100085;7474.0015;7427.596142444495
2024-03-31;8249.715324803652;7769.634433890419;8386.50064065564;8650.468;8540.670100494051
2024-04-30;5612.012003261694;8125.053624230982;8438.754807322308;8945.527;8762.83226365495
2024-05-31;8938.937837536278;9432.64395885506;8522.520085100085;9413.025;9337.956621358557
2024-06-30;7396.204534525103;8034.484145982212;8231.97515045956;7442.8257;7613.852745156545
2024-07-31;5919.769178844147;6712.990375599767;8355.76948986199;9025.805;8040.39411147077
2024-08-31;7156.835959454378;7262.144842223015;7488.089187109186;7466.4194;7390.499921090392
2024-09-30;4992.530673340085;9050.09320573941;7879.113115680615;9197.952;8794.17179325898
2024-10-31;6659.933076404199;8928.58540203222;7929.070917655328;8795.662;8573.486410317453
