DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2023-11-30;3492.8120916601274;3042.24231674383;2898.182652661809;3327.1726;3327.172780394554;3327.172780394554
2023-12-31;3686.3625673425613;3459.19882312755;2934.4829327738535;3230.5503;3249.489917324967;3249.489917324967
2024-01-31;2325.1055031545748;2175.5207560139493;2376.060769982941;2229.13;2249.250637772168;2249.250637772168
2024-02-29;2724.1212591009635;2849.1804989387483;2480.2852549302547;2203.549;2332.91122727871;2332.91122727871
2024-03-31;2968.5100021601165;3191.4806546451637;2480.2852549302547;2278.0596;2506.8286860193875;2506.8286860193875
2024-04-30;2863.3681378413307;3040.4718399851777;2660.9309529263596;3109.8306;3007.753972675435;3007.753972675435
2024-05-31;2965.2512566897817;3462.621220696166;2779.7538937621835;2836.4824;2900.480462742012;2900.480462742012
2024-06-30;2120.2377044228206;2906.861975363018;2748.6049886736073;2627.9355;2743.785016093546;2743.785016093546
2024-07-31;1704.4012680311703;2389.657662348076;2543.5714844877343;2646.8374;2527.4096986172267;2527.4096986172267
2024-08-31;2292.71363569882;2951.2765369313124;2715.874884000159;2673.8723;2705.1851975879613;2705.1851975879613
2024-09-30;2544.63786693035;3317.469851720897;2711.5174067769467;2999.8672;2691.901508896035;2691.901508896035
2024-10-31;3184.4311916496877;3122.3184181454835;2771.778338715378;2836.558;3125.2309109689763;3125.2309109689763
