;Units;Epochs;Batch Size;Activation;Fitness
0;305;162;28;softsign;0.64104086
1;344;331;11;sigmoid;0.50231767
2;176;99;63;softsign;0.5018817
3;176;99;63;softsign;0.5018817
4;176;99;63;softsign;0.5018817
5;70;361;56;sigmoid;0.48340416
6;70;361;56;sigmoid;0.48340416
7;70;361;56;sigmoid;0.48340416
8;70;361;56;sigmoid;0.48340416
9;70;361;56;sigmoid;0.48340416
10;70;361;56;sigmoid;0.48340416
11;70;361;56;sigmoid;0.48340416
12;70;361;56;sigmoid;0.48340416
13;70;361;56;sigmoid;0.48340416
14;70;361;56;sigmoid;0.48340416
15;70;361;56;sigmoid;0.48340416
16;70;361;56;sigmoid;0.48340416
17;70;361;56;sigmoid;0.48340416
18;70;361;56;sigmoid;0.48340416
19;70;361;56;sigmoid;0.48340416
20;70;361;56;sigmoid;0.48340416
21;70;361;56;sigmoid;0.48340416
22;70;361;56;sigmoid;0.48340416
23;70;361;56;sigmoid;0.48340416
24;117;196;81;softplus;0.48332095
25;117;196;81;softplus;0.48332095
26;117;196;81;softplus;0.48332095
27;117;196;81;softplus;0.48332095
28;117;196;81;softplus;0.48332095
29;117;196;81;softplus;0.48332095
30;117;196;81;softplus;0.48332095
31;117;196;81;softplus;0.48332095
32;117;196;81;softplus;0.48332095
33;117;196;81;softplus;0.48332095
34;117;196;81;softplus;0.48332095
35;117;196;81;softplus;0.48332095
36;117;196;81;softplus;0.48332095
37;117;196;81;softplus;0.48332095
38;117;196;81;softplus;0.48332095
39;117;196;81;softplus;0.48332095
40;117;196;81;softplus;0.48332095
41;117;196;81;softplus;0.48332095
42;117;196;81;softplus;0.48332095
43;117;196;81;softplus;0.48332095
44;117;196;81;softplus;0.48332095
45;117;196;81;softplus;0.48332095
46;117;196;81;softplus;0.48332095
47;117;196;81;softplus;0.48332095
48;117;196;81;softplus;0.48332095
49;117;196;81;softplus;0.48332095
50;117;196;81;softplus;0.48332095
51;117;196;81;softplus;0.48332095
52;117;196;81;softplus;0.48332095
53;117;196;81;softplus;0.48332095
54;117;196;81;softplus;0.48332095
55;117;196;81;softplus;0.48332095
56;117;196;81;softplus;0.48332095
57;117;196;81;softplus;0.48332095
58;117;196;81;softplus;0.48332095
59;117;196;81;softplus;0.48332095
60;117;196;81;softplus;0.48332095
61;117;196;81;softplus;0.48332095
62;117;196;81;softplus;0.48332095
63;117;196;81;softplus;0.48332095
64;117;196;81;softplus;0.48332095
65;117;196;81;softplus;0.48332095
66;117;196;81;softplus;0.48332095
67;117;196;81;softplus;0.48332095
68;117;196;81;softplus;0.48332095
69;117;196;81;softplus;0.48332095
70;117;196;81;softplus;0.48332095
71;117;196;81;softplus;0.48332095
72;117;196;81;softplus;0.48332095
73;117;196;81;softplus;0.48332095
74;117;196;81;softplus;0.48332095
75;117;196;81;softplus;0.48332095
76;117;196;81;softplus;0.48332095
77;117;196;81;softplus;0.48332095
78;117;196;81;softplus;0.48332095
79;117;196;81;softplus;0.48332095
80;117;196;81;softplus;0.48332095
81;117;196;81;softplus;0.48332095
82;117;196;81;softplus;0.48332095
83;117;196;81;softplus;0.48332095
84;117;196;81;softplus;0.48332095
85;117;196;81;softplus;0.48332095
86;117;196;81;softplus;0.48332095
87;117;196;81;softplus;0.48332095
88;117;196;81;softplus;0.48332095
89;117;196;81;softplus;0.48332095
90;117;196;81;softplus;0.48332095
91;117;196;81;softplus;0.48332095
92;117;196;81;softplus;0.48332095
93;117;196;81;softplus;0.48332095
94;117;196;81;softplus;0.48332095
95;117;196;81;softplus;0.48332095
96;117;196;81;softplus;0.48332095
97;117;196;81;softplus;0.48332095
98;117;196;81;softplus;0.48332095
99;117;196;81;softplus;0.48332095
100;117;196;81;softplus;0.48332095
101;117;196;81;softplus;0.48332095
102;117;196;81;softplus;0.48332095
103;117;196;81;softplus;0.48332095
104;117;196;81;softplus;0.48332095
105;117;196;81;softplus;0.48332095
106;117;196;81;softplus;0.48332095
107;117;196;81;softplus;0.48332095
108;117;196;81;softplus;0.48332095
109;117;196;81;softplus;0.48332095
110;117;196;81;softplus;0.48332095
111;117;196;81;softplus;0.48332095
112;117;196;81;softplus;0.48332095
113;117;196;81;softplus;0.48332095
114;117;196;81;softplus;0.48332095
115;117;196;81;softplus;0.48332095
116;117;196;81;softplus;0.48332095
117;117;196;81;softplus;0.48332095
118;117;196;81;softplus;0.48332095
119;117;196;81;softplus;0.48332095
120;117;196;81;softplus;0.48332095
121;117;196;81;softplus;0.48332095
122;117;196;81;softplus;0.48332095
123;117;196;81;softplus;0.48332095
124;117;196;81;softplus;0.48332095
125;117;196;81;softplus;0.48332095
126;117;196;81;softplus;0.48332095
127;117;196;81;softplus;0.48332095
128;117;196;81;softplus;0.48332095
129;117;196;81;softplus;0.48332095
130;117;196;81;softplus;0.48332095
131;117;196;81;softplus;0.48332095
132;117;196;81;softplus;0.48332095
133;117;196;81;softplus;0.48332095
134;117;196;81;softplus;0.48332095
135;117;196;81;softplus;0.48332095
136;117;196;81;softplus;0.48332095
137;117;196;81;softplus;0.48332095
138;117;196;81;softplus;0.48332095
139;117;196;81;softplus;0.48332095
140;117;196;81;softplus;0.48332095
141;117;196;81;softplus;0.48332095
142;117;196;81;softplus;0.48332095
143;117;196;81;softplus;0.48332095
144;117;196;81;softplus;0.48332095
145;117;196;81;softplus;0.48332095
146;117;196;81;softplus;0.48332095
147;117;196;81;softplus;0.48332095
148;117;196;81;softplus;0.48332095
149;117;196;81;softplus;0.48332095
150;117;196;81;softplus;0.48332095
151;117;196;81;softplus;0.48332095
152;117;196;81;softplus;0.48332095
153;117;196;81;softplus;0.48332095
154;117;196;81;softplus;0.48332095
155;117;196;81;softplus;0.48332095
156;117;196;81;softplus;0.48332095
157;117;196;81;softplus;0.48332095
158;117;196;81;softplus;0.48332095
159;117;196;81;softplus;0.48332095
160;117;196;81;softplus;0.48332095
161;117;196;81;softplus;0.48332095
162;117;196;81;softplus;0.48332095
163;117;196;81;softplus;0.48332095
164;117;196;81;softplus;0.48332095
165;117;196;81;softplus;0.48332095
166;117;196;81;softplus;0.48332095
167;117;196;81;softplus;0.48332095
168;117;196;81;softplus;0.48332095
169;117;196;81;softplus;0.48332095
170;117;196;81;softplus;0.48332095
171;117;196;81;softplus;0.48332095
172;117;196;81;softplus;0.48332095
173;117;196;81;softplus;0.48332095
174;117;196;81;softplus;0.48332095
175;117;196;81;softplus;0.48332095
176;117;196;81;softplus;0.48332095
177;117;196;81;softplus;0.48332095
178;117;196;81;softplus;0.48332095
179;117;196;81;softplus;0.48332095
180;117;196;81;softplus;0.48332095
181;117;196;81;softplus;0.48332095
182;117;196;81;softplus;0.48332095
183;117;196;81;softplus;0.48332095
184;117;196;81;softplus;0.48332095
185;117;196;81;softplus;0.48332095
186;117;196;81;softplus;0.48332095
187;117;196;81;softplus;0.48332095
188;117;196;81;softplus;0.48332095
