;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
0;306.0;131.0;5.0;2.0;0.2593479457831857
1;306.0;131.0;5.0;2.0;0.2593479457831857
2;306.0;131.0;5.0;2.0;0.2593479457831857
3;307.0;120.0;7.0;2.0;0.25852127132150843
4;307.0;120.0;7.0;2.0;0.25852127132150843
5;307.0;120.0;7.0;2.0;0.25852127132150843
6;307.0;120.0;7.0;2.0;0.25852127132150843
7;307.0;122.0;8.0;2.0;0.25706418128857256
8;307.0;122.0;8.0;2.0;0.25706418128857256
9;307.0;122.0;8.0;2.0;0.25706418128857256
10;307.0;122.0;8.0;2.0;0.25706418128857256
11;306.0;123.0;8.0;2.0;0.25694868323185804
12;306.0;123.0;8.0;2.0;0.25694868323185804
13;306.0;123.0;8.0;2.0;0.25694868323185804
14;306.0;123.0;8.0;2.0;0.25694868323185804
