;Reservoirs;Sparsity;Spectral Radius;Fitness
0;99.0;0.283;0.175;8.803895936319664
1;381.0;0.182;0.336;0.9114135245327036
2;381.0;0.182;0.336;0.9114135245327036
3;314.0;0.686;0.663;0.5985867754718053
4;314.0;0.686;0.663;0.5985867754718053
5;314.0;0.686;0.663;0.5985867754718053
6;314.0;0.686;0.663;0.5985867754718053
7;314.0;0.686;0.663;0.5985867754718053
8;366.0;0.567;0.693;0.5578476944251637
9;367.0;0.633;0.556;0.39314545721998706
10;367.0;0.633;0.556;0.39314545721998706
11;367.0;0.633;0.556;0.39314545721998706
12;367.0;0.633;0.556;0.39314545721998706
13;367.0;0.633;0.556;0.39314545721998706
14;367.0;0.633;0.556;0.39314545721998706
15;367.0;0.633;0.556;0.39314545721998706
16;367.0;0.633;0.556;0.39314545721998706
17;367.0;0.633;0.556;0.39314545721998706
18;367.0;0.633;0.556;0.39314545721998706
19;367.0;0.633;0.556;0.39314545721998706
20;367.0;0.633;0.556;0.39314545721998706
21;367.0;0.633;0.556;0.39314545721998706
22;367.0;0.633;0.556;0.39314545721998706
23;367.0;0.633;0.556;0.39314545721998706
24;367.0;0.633;0.556;0.39314545721998706
25;367.0;0.633;0.556;0.39314545721998706
26;367.0;0.633;0.556;0.39314545721998706
27;367.0;0.633;0.556;0.39314545721998706
28;367.0;0.633;0.556;0.39314545721998706
29;367.0;0.633;0.556;0.39314545721998706
30;367.0;0.633;0.556;0.39314545721998706
31;367.0;0.633;0.556;0.39314545721998706
32;367.0;0.633;0.556;0.39314545721998706
33;367.0;0.633;0.556;0.39314545721998706
34;367.0;0.633;0.556;0.39314545721998706
35;367.0;0.633;0.556;0.39314545721998706
36;367.0;0.633;0.556;0.39314545721998706
37;367.0;0.633;0.556;0.39314545721998706
38;367.0;0.633;0.556;0.39314545721998706
39;367.0;0.633;0.556;0.39314545721998706
40;367.0;0.633;0.556;0.39314545721998706
41;367.0;0.633;0.556;0.39314545721998706
42;367.0;0.633;0.556;0.39314545721998706
43;367.0;0.633;0.556;0.39314545721998706
44;367.0;0.633;0.556;0.39314545721998706
45;367.0;0.633;0.556;0.39314545721998706
46;367.0;0.633;0.556;0.39314545721998706
47;367.0;0.633;0.556;0.39314545721998706
48;367.0;0.633;0.556;0.39314545721998706
49;367.0;0.633;0.556;0.39314545721998706
50;367.0;0.633;0.556;0.39314545721998706
51;367.0;0.633;0.556;0.39314545721998706
52;367.0;0.633;0.556;0.39314545721998706
53;367.0;0.633;0.556;0.39314545721998706
54;367.0;0.633;0.556;0.39314545721998706
55;367.0;0.633;0.556;0.39314545721998706
56;367.0;0.633;0.556;0.39314545721998706
57;367.0;0.633;0.556;0.39314545721998706
58;367.0;0.633;0.556;0.39314545721998706
59;367.0;0.633;0.556;0.39314545721998706
60;367.0;0.633;0.556;0.39314545721998706
61;367.0;0.633;0.556;0.39314545721998706
62;367.0;0.633;0.556;0.39314545721998706
63;367.0;0.633;0.556;0.39314545721998706
64;367.0;0.633;0.556;0.39314545721998706
65;367.0;0.633;0.556;0.39314545721998706
66;367.0;0.633;0.556;0.39314545721998706
67;367.0;0.633;0.556;0.39314545721998706
68;367.0;0.633;0.556;0.39314545721998706
69;367.0;0.633;0.556;0.39314545721998706
70;367.0;0.633;0.556;0.39314545721998706
71;367.0;0.633;0.556;0.39314545721998706
72;367.0;0.633;0.556;0.39314545721998706
73;367.0;0.633;0.556;0.39314545721998706
74;367.0;0.633;0.556;0.39314545721998706
75;367.0;0.633;0.556;0.39314545721998706
76;367.0;0.633;0.556;0.39314545721998706
77;367.0;0.633;0.556;0.39314545721998706
78;367.0;0.633;0.556;0.39314545721998706
79;367.0;0.633;0.556;0.39314545721998706
80;367.0;0.633;0.556;0.39314545721998706
81;367.0;0.633;0.556;0.39314545721998706
82;367.0;0.633;0.556;0.39314545721998706
83;338.0;0.569;0.478;0.3789808791072928
84;338.0;0.569;0.478;0.3789808791072928
85;338.0;0.569;0.478;0.3789808791072928
86;338.0;0.569;0.478;0.3789808791072928
87;338.0;0.569;0.478;0.3789808791072928
88;338.0;0.569;0.478;0.3789808791072928
89;338.0;0.569;0.478;0.3789808791072928
90;338.0;0.569;0.478;0.3789808791072928
91;338.0;0.569;0.478;0.3789808791072928
92;338.0;0.569;0.478;0.3789808791072928
93;338.0;0.569;0.478;0.3789808791072928
94;338.0;0.569;0.478;0.3789808791072928
95;338.0;0.569;0.478;0.3789808791072928
96;338.0;0.569;0.478;0.3789808791072928
97;338.0;0.569;0.478;0.3789808791072928
98;338.0;0.569;0.478;0.3789808791072928
99;338.0;0.569;0.478;0.3789808791072928
100;338.0;0.569;0.478;0.3789808791072928
101;338.0;0.569;0.478;0.3789808791072928
102;338.0;0.569;0.478;0.3789808791072928
103;338.0;0.569;0.478;0.3789808791072928
104;338.0;0.569;0.478;0.3789808791072928
105;338.0;0.569;0.478;0.3789808791072928
106;338.0;0.569;0.478;0.3789808791072928
107;338.0;0.569;0.478;0.3789808791072928
108;338.0;0.569;0.478;0.3789808791072928
109;338.0;0.569;0.478;0.3789808791072928
110;338.0;0.569;0.478;0.3789808791072928
111;338.0;0.569;0.478;0.3789808791072928
112;338.0;0.569;0.478;0.3789808791072928
113;338.0;0.569;0.478;0.3789808791072928
114;338.0;0.569;0.478;0.3789808791072928
115;338.0;0.569;0.478;0.3789808791072928
116;338.0;0.569;0.478;0.3789808791072928
117;338.0;0.569;0.478;0.3789808791072928
118;338.0;0.569;0.478;0.3789808791072928
119;338.0;0.569;0.478;0.3789808791072928
120;338.0;0.569;0.478;0.3789808791072928
121;338.0;0.569;0.478;0.3789808791072928
122;338.0;0.569;0.478;0.3789808791072928
123;338.0;0.569;0.478;0.3789808791072928
124;338.0;0.569;0.478;0.3789808791072928
125;338.0;0.569;0.478;0.3789808791072928
126;338.0;0.569;0.478;0.3789808791072928
127;338.0;0.569;0.478;0.3789808791072928
128;338.0;0.569;0.478;0.3789808791072928
129;338.0;0.569;0.478;0.3789808791072928
130;338.0;0.569;0.478;0.3789808791072928
131;338.0;0.569;0.478;0.3789808791072928
132;338.0;0.569;0.478;0.3789808791072928
133;338.0;0.569;0.478;0.3789808791072928
134;338.0;0.569;0.478;0.3789808791072928
135;338.0;0.569;0.478;0.3789808791072928
136;338.0;0.569;0.478;0.3789808791072928
137;338.0;0.569;0.478;0.3789808791072928
138;338.0;0.569;0.478;0.3789808791072928
139;338.0;0.569;0.478;0.3789808791072928
140;338.0;0.569;0.478;0.3789808791072928
141;338.0;0.569;0.478;0.3789808791072928
142;338.0;0.569;0.478;0.3789808791072928
143;338.0;0.569;0.478;0.3789808791072928
144;338.0;0.569;0.478;0.3789808791072928
145;338.0;0.569;0.478;0.3789808791072928
146;338.0;0.569;0.478;0.3789808791072928
147;338.0;0.569;0.478;0.3789808791072928
148;338.0;0.569;0.478;0.3789808791072928
149;338.0;0.569;0.478;0.3789808791072928
150;338.0;0.569;0.478;0.3789808791072928
151;338.0;0.569;0.478;0.3789808791072928
152;338.0;0.569;0.478;0.3789808791072928
153;338.0;0.569;0.478;0.3789808791072928
154;338.0;0.569;0.478;0.3789808791072928
155;338.0;0.569;0.481;0.3788591433620871
156;338.0;0.569;0.481;0.3788591433620871
157;338.0;0.569;0.481;0.3788591433620871
158;338.0;0.569;0.481;0.3788591433620871
159;338.0;0.569;0.481;0.3788591433620871
160;338.0;0.569;0.481;0.3788591433620871
161;338.0;0.569;0.481;0.3788591433620871
162;338.0;0.568;0.479;0.3779577381374545
163;338.0;0.568;0.479;0.3779577381374545
164;338.0;0.568;0.479;0.3779577381374545
165;338.0;0.568;0.479;0.3779577381374545
166;338.0;0.568;0.479;0.3779577381374545
167;338.0;0.568;0.479;0.3779577381374545
168;338.0;0.568;0.479;0.3779577381374545
169;338.0;0.568;0.479;0.3779577381374545
170;338.0;0.568;0.479;0.3779577381374545
171;338.0;0.568;0.479;0.3779577381374545
172;338.0;0.568;0.479;0.3779577381374545
173;338.0;0.568;0.479;0.3779577381374545
174;338.0;0.568;0.479;0.3779577381374545
175;338.0;0.568;0.479;0.3779577381374545
176;338.0;0.568;0.479;0.3779577381374545
177;338.0;0.568;0.479;0.3779577381374545
178;338.0;0.568;0.479;0.3779577381374545
179;338.0;0.568;0.479;0.3779577381374545
180;338.0;0.568;0.479;0.3779577381374545
181;338.0;0.568;0.479;0.3779577381374545
182;338.0;0.568;0.479;0.3779577381374545
183;338.0;0.568;0.479;0.3779577381374545
184;338.0;0.568;0.479;0.3779577381374545
185;338.0;0.568;0.479;0.3779577381374545
186;338.0;0.568;0.479;0.3779577381374545
187;338.0;0.568;0.479;0.3779577381374545
188;338.0;0.568;0.479;0.3779577381374545
189;338.0;0.568;0.479;0.3779577381374545
190;338.0;0.568;0.479;0.3779577381374545
191;338.0;0.568;0.479;0.3779577381374545
192;338.0;0.568;0.479;0.3779577381374545
193;338.0;0.568;0.479;0.3779577381374545
194;338.0;0.568;0.479;0.3779577381374545
195;338.0;0.568;0.479;0.3779577381374545
196;338.0;0.568;0.479;0.3779577381374545
197;338.0;0.568;0.479;0.3779577381374545
198;338.0;0.568;0.479;0.3779577381374545
199;338.0;0.568;0.479;0.3779577381374545
200;338.0;0.568;0.479;0.3779577381374545
201;338.0;0.568;0.479;0.3779577381374545
202;338.0;0.568;0.479;0.3779577381374545
203;338.0;0.568;0.479;0.3779577381374545
204;338.0;0.568;0.479;0.3779577381374545
205;338.0;0.568;0.479;0.3779577381374545
206;338.0;0.568;0.479;0.3779577381374545
207;338.0;0.568;0.479;0.3779577381374545
208;338.0;0.568;0.479;0.3779577381374545
209;338.0;0.568;0.479;0.3779577381374545
210;338.0;0.568;0.479;0.3779577381374545
211;338.0;0.568;0.479;0.3779577381374545
212;338.0;0.568;0.479;0.3779577381374545
213;338.0;0.568;0.479;0.3779577381374545
214;338.0;0.568;0.479;0.3779577381374545
215;338.0;0.568;0.479;0.3779577381374545
216;338.0;0.568;0.479;0.3779577381374545
217;338.0;0.568;0.479;0.3779577381374545
218;338.0;0.568;0.479;0.3779577381374545
219;338.0;0.568;0.479;0.3779577381374545
220;338.0;0.568;0.479;0.3779577381374545
221;338.0;0.568;0.479;0.3779577381374545
222;338.0;0.568;0.479;0.3779577381374545
223;338.0;0.568;0.479;0.3779577381374545
224;338.0;0.568;0.479;0.3779577381374545
225;338.0;0.568;0.479;0.3779577381374545
