;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;370;122;gbtree;0.1625;0.0441;0.29506206702933685
1;78;55;gbtree;0.0729;0.2789;0.2857706933085461
2;78;55;gbtree;0.0729;0.2789;0.2857706933085461
3;78;55;gbtree;0.0729;0.2789;0.2857706933085461
4;198;71;gbtree;0.1779;0.1425;0.27739913876363675
5;115;76;gbtree;0.3243;0.1336;0.25783592584261456
6;115;76;gbtree;0.3243;0.1336;0.25783592584261456
7;115;76;gbtree;0.3243;0.1336;0.25783592584261456
8;115;76;gbtree;0.3243;0.1336;0.25783592584261456
9;115;76;gbtree;0.3243;0.1336;0.25783592584261456
10;115;76;gbtree;0.3243;0.1336;0.25783592584261456
11;115;76;gbtree;0.3243;0.1336;0.25783592584261456
12;127;126;gbtree;0.4552;0.1213;0.2566961403267255
13;127;126;gbtree;0.4552;0.1213;0.2566961403267255
14;116;121;gbtree;0.3957;0.1299;0.2540836854470565
