;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;239;35;gblinear;0.98;0.975;0.37622620933722517
1;140;370;gbtree;0.755;0.8300000000000001;0.303668663442058
2;140;370;gbtree;0.755;0.8300000000000001;0.303668663442058
3;140;370;gbtree;0.755;0.8300000000000001;0.303668663442058
4;231;51;gbtree;0.935;0.015;0.2676844788786519
5;231;51;gbtree;0.935;0.015;0.2676844788786519
6;231;51;gbtree;0.935;0.015;0.2676844788786519
7;231;51;gbtree;0.935;0.015;0.2676844788786519
8;231;51;gbtree;0.935;0.015;0.2676844788786519
9;231;51;gbtree;0.935;0.015;0.2676844788786519
10;231;51;gbtree;0.935;0.015;0.2676844788786519
11;231;51;gbtree;0.935;0.015;0.2676844788786519
12;231;51;gbtree;0.935;0.015;0.2676844788786519
13;231;51;gbtree;0.935;0.015;0.2676844788786519
14;231;51;gbtree;0.935;0.015;0.2676844788786519
15;231;51;gbtree;0.935;0.015;0.2676844788786519
16;231;51;gbtree;0.935;0.015;0.2676844788786519
17;231;51;gbtree;0.935;0.015;0.2676844788786519
18;231;51;gbtree;0.935;0.015;0.2676844788786519
19;231;51;gbtree;0.935;0.015;0.2676844788786519
20;231;51;gbtree;0.935;0.015;0.2676844788786519
21;231;51;gbtree;0.935;0.015;0.2676844788786519
22;231;51;gbtree;0.935;0.015;0.2676844788786519
23;231;51;gbtree;0.935;0.015;0.2676844788786519
24;231;51;gbtree;0.935;0.015;0.2676844788786519
25;231;51;gbtree;0.935;0.015;0.2676844788786519
26;231;51;gbtree;0.935;0.015;0.2676844788786519
27;231;51;gbtree;0.935;0.015;0.2676844788786519
28;231;51;gbtree;0.935;0.015;0.2676844788786519
29;231;51;gbtree;0.935;0.015;0.2676844788786519
30;231;51;gbtree;0.935;0.015;0.2676844788786519
31;231;51;gbtree;0.935;0.015;0.2676844788786519
32;231;51;gbtree;0.935;0.015;0.2676844788786519
33;231;51;gbtree;0.935;0.015;0.2676844788786519
34;231;51;gbtree;0.935;0.015;0.2676844788786519
35;231;51;gbtree;0.935;0.015;0.2676844788786519
36;231;51;gbtree;0.935;0.015;0.2676844788786519
37;231;51;gbtree;0.935;0.015;0.2676844788786519
38;231;51;gbtree;0.935;0.015;0.2676844788786519
39;274;311;gbtree;0.925;0.055;0.2662242337920365
40;274;311;gbtree;0.925;0.055;0.2662242337920365
41;274;311;gbtree;0.925;0.055;0.2662242337920365
42;274;311;gbtree;0.925;0.055;0.2662242337920365
43;274;311;gbtree;0.925;0.055;0.2662242337920365
44;274;311;gbtree;0.925;0.055;0.2662242337920365
45;274;311;gbtree;0.925;0.055;0.2662242337920365
