;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;352;22;gbtree;0.2368;0.0493;0.2721497330444655
1;352;22;gbtree;0.2368;0.0493;0.2721497330444655
2;347;40;gbtree;0.4968;0.0845;0.2636264315984448
3;347;40;gbtree;0.4968;0.0845;0.2636264315984448
4;348;33;gbtree;0.3166;0.02;0.25918830152866057
5;336;107;gbtree;0.4316;0.0938;0.25435025065666145
6;336;107;gbtree;0.4316;0.0938;0.25435025065666145
7;336;107;gbtree;0.4316;0.0938;0.25435025065666145
8;336;107;gbtree;0.4316;0.0938;0.25435025065666145
9;336;107;gbtree;0.4316;0.0938;0.25435025065666145
10;336;107;gbtree;0.4316;0.0938;0.25435025065666145
11;336;107;gbtree;0.4316;0.0938;0.25435025065666145
12;336;107;gbtree;0.4316;0.0938;0.25435025065666145
13;335;104;gbtree;0.4479;0.093;0.25086754557875096
14;335;104;gbtree;0.4479;0.093;0.25086754557875096
