;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;358;122;gbtree;0.9806;0.0891;0.2714565124050087
1;358;122;gbtree;0.9806;0.0891;0.2714565124050087
2;358;122;gbtree;0.9806;0.0891;0.2714565124050087
3;358;122;gbtree;0.9806;0.0891;0.2714565124050087
4;358;131;gbtree;0.2503;0.0282;0.2599413990927265
5;312;97;gbtree;0.6172;0.0731;0.2597534542208591
6;362;122;gbtree;0.6237;0.0007;0.25687285736789556
7;362;122;gbtree;0.6237;0.0007;0.25687285736789556
8;362;122;gbtree;0.6237;0.0007;0.25687285736789556
9;362;122;gbtree;0.6237;0.0007;0.25687285736789556
10;362;122;gbtree;0.6237;0.0007;0.25687285736789556
11;360;124;gbtree;0.6315;0.0016;0.25505274742924056
12;360;124;gbtree;0.6315;0.0016;0.25505274742924056
13;360;124;gbtree;0.6315;0.0016;0.25505274742924056
14;360;124;gbtree;0.6315;0.0016;0.25505274742924056
