;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;217;311;gbtree;0.1955;0.001;0.26944073139509267
1;217;311;gbtree;0.1955;0.001;0.26944073139509267
2;217;311;gbtree;0.1955;0.001;0.26944073139509267
3;217;311;gbtree;0.1955;0.001;0.26944073139509267
4;217;263;gbtree;0.2483;0.0848;0.26615809727226103
5;215;296;gbtree;0.1704;0.1171;0.25832916852583554
6;215;296;gbtree;0.1704;0.1171;0.25832916852583554
7;215;296;gbtree;0.1704;0.1171;0.25832916852583554
8;215;296;gbtree;0.1704;0.1171;0.25832916852583554
9;215;296;gbtree;0.1704;0.1171;0.25832916852583554
10;236;292;gbtree;0.2244;0.0014;0.25468856606507184
11;236;292;gbtree;0.2244;0.0014;0.25468856606507184
12;236;292;gbtree;0.2244;0.0014;0.25468856606507184
13;236;292;gbtree;0.2244;0.0014;0.25468856606507184
14;236;292;gbtree;0.2244;0.0014;0.25468856606507184
