;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;269;360;gbtree;0.9724;0.9388;0.2962176211615818
1;269;360;gbtree;0.1939;0.1215;0.2812754355962611
2;282;356;gbtree;0.486;0.1201;0.26118586354294393
3;282;356;gbtree;0.486;0.1201;0.26118586354294393
4;282;356;gbtree;0.486;0.1201;0.26118586354294393
5;282;328;gbtree;0.4541;0.1135;0.2610891507582228
6;249;310;gbtree;0.2601;0.0733;0.260770554904627
7;273;325;gbtree;0.3889;0.0379;0.25268810708452144
8;273;325;gbtree;0.3889;0.0379;0.25268810708452144
9;273;325;gbtree;0.3889;0.0379;0.25268810708452144
10;273;325;gbtree;0.3889;0.0379;0.25268810708452144
11;273;325;gbtree;0.3889;0.0379;0.25268810708452144
12;273;325;gbtree;0.3889;0.0379;0.25268810708452144
13;273;325;gbtree;0.3889;0.0379;0.25268810708452144
14;273;325;gbtree;0.3889;0.0379;0.25268810708452144
