;Units;Epochs;Batch Size;Activation;Fitness
0;175;32;183;softplus;2184.29
1;39;294;76;softplus;0.6390103
2;39;294;76;softplus;0.6390103
3;39;294;76;softplus;0.6390103
4;39;294;76;softplus;0.6390103
5;39;294;76;softplus;0.6390103
6;75;185;21;softmax;0.6263619
7;75;185;21;softmax;0.6263619
8;321;70;13;softsign;0.614234
9;321;70;13;softsign;0.614234
10;321;70;13;softsign;0.614234
11;177;201;173;softmax;0.56731874
12;177;201;173;softmax;0.56731874
13;177;201;173;softmax;0.56731874
14;177;201;173;softmax;0.56731874
15;292;146;250;sigmoid;0.5632634
16;292;146;250;sigmoid;0.5632634
17;292;146;250;sigmoid;0.5632634
18;292;146;250;sigmoid;0.5632634
19;292;146;250;sigmoid;0.5632634
20;292;146;250;sigmoid;0.5632634
21;292;146;250;sigmoid;0.5632634
22;292;146;250;sigmoid;0.5632634
23;292;146;250;sigmoid;0.5632634
24;292;146;250;sigmoid;0.5632634
25;292;146;250;sigmoid;0.5632634
26;292;146;250;sigmoid;0.5632634
27;292;146;250;sigmoid;0.5632634
28;292;146;250;sigmoid;0.5632634
29;292;146;250;sigmoid;0.5632634
30;292;146;250;sigmoid;0.5632634
31;340;261;248;sigmoid;0.48084468
32;340;261;248;sigmoid;0.48084468
33;340;261;248;sigmoid;0.48084468
34;340;261;248;sigmoid;0.48084468
35;340;261;248;sigmoid;0.48084468
36;340;261;248;sigmoid;0.48084468
37;340;261;248;sigmoid;0.48084468
38;340;261;248;sigmoid;0.48084468
39;340;261;248;sigmoid;0.48084468
40;340;261;248;sigmoid;0.48084468
41;340;261;248;sigmoid;0.48084468
42;340;261;248;sigmoid;0.48084468
43;340;261;248;sigmoid;0.48084468
44;340;261;248;sigmoid;0.48084468
45;340;261;248;sigmoid;0.48084468
46;340;261;248;sigmoid;0.48084468
47;340;261;248;sigmoid;0.48084468
48;340;261;248;sigmoid;0.48084468
49;340;261;248;sigmoid;0.48084468
50;340;261;248;sigmoid;0.48084468
51;340;261;248;sigmoid;0.48084468
52;340;261;248;sigmoid;0.48084468
53;340;261;248;sigmoid;0.48084468
54;340;261;248;sigmoid;0.48084468
55;340;261;248;sigmoid;0.48084468
56;340;261;248;sigmoid;0.48084468
57;340;261;248;sigmoid;0.48084468
58;340;261;248;sigmoid;0.48084468
59;340;261;248;sigmoid;0.48084468
60;340;261;248;sigmoid;0.48084468
61;340;261;248;sigmoid;0.48084468
62;340;261;248;sigmoid;0.48084468
63;340;261;248;sigmoid;0.48084468
64;340;261;248;sigmoid;0.48084468
65;340;261;248;sigmoid;0.48084468
66;340;261;248;sigmoid;0.48084468
67;340;261;248;sigmoid;0.48084468
68;340;261;248;sigmoid;0.48084468
