;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;229;352;gbtree;0.5;0.45;0.3044829223710751
1;229;352;gbtree;0.5;0.45;0.3044829223710751
2;229;352;gbtree;0.5;0.45;0.3044829223710751
3;229;352;gbtree;0.5;0.45;0.3044829223710751
4;374;269;gbtree;0.59;0.91;0.2946512213324452
5;374;269;gbtree;0.59;0.91;0.2946512213324452
6;374;269;gbtree;0.59;0.91;0.2946512213324452
7;374;269;gbtree;0.59;0.91;0.2946512213324452
8;374;269;gbtree;0.59;0.91;0.2946512213324452
9;374;269;gbtree;0.59;0.91;0.2946512213324452
10;374;269;gbtree;0.59;0.91;0.2946512213324452
11;374;269;gbtree;0.59;0.91;0.2946512213324452
12;374;269;gbtree;0.59;0.91;0.2946512213324452
13;374;269;gbtree;0.59;0.91;0.2946512213324452
14;374;269;gbtree;0.59;0.91;0.2946512213324452
15;159;366;gbtree;0.51;0.13;0.27579512461441646
16;159;366;gbtree;0.51;0.13;0.27579512461441646
17;159;366;gbtree;0.51;0.13;0.27579512461441646
18;159;366;gbtree;0.51;0.13;0.27579512461441646
19;159;366;gbtree;0.51;0.13;0.27579512461441646
20;159;366;gbtree;0.51;0.13;0.27579512461441646
21;159;366;gbtree;0.51;0.13;0.27579512461441646
22;159;366;gbtree;0.51;0.13;0.27579512461441646
23;159;366;gbtree;0.51;0.13;0.27579512461441646
24;159;366;gbtree;0.51;0.13;0.27579512461441646
25;159;366;gbtree;0.51;0.13;0.27579512461441646
26;159;366;gbtree;0.51;0.13;0.27579512461441646
27;159;366;gbtree;0.51;0.13;0.27579512461441646
28;159;366;gbtree;0.51;0.13;0.27579512461441646
29;159;366;gbtree;0.51;0.13;0.27579512461441646
30;159;366;gbtree;0.51;0.13;0.27579512461441646
31;159;366;gbtree;0.51;0.13;0.27579512461441646
32;159;366;gbtree;0.51;0.13;0.27579512461441646
33;159;366;gbtree;0.51;0.13;0.27579512461441646
34;159;366;gbtree;0.51;0.13;0.27579512461441646
35;159;366;gbtree;0.51;0.13;0.27579512461441646
36;159;366;gbtree;0.51;0.13;0.27579512461441646
37;159;366;gbtree;0.51;0.13;0.27579512461441646
38;159;366;gbtree;0.51;0.13;0.27579512461441646
39;159;366;gbtree;0.51;0.13;0.27579512461441646
40;159;366;gbtree;0.51;0.13;0.27579512461441646
41;159;366;gbtree;0.51;0.13;0.27579512461441646
42;159;366;gbtree;0.51;0.13;0.27579512461441646
43;159;366;gbtree;0.51;0.13;0.27579512461441646
44;159;366;gbtree;0.51;0.13;0.27579512461441646
45;159;366;gbtree;0.51;0.13;0.27579512461441646
46;159;366;gbtree;0.51;0.13;0.27579512461441646
47;159;366;gbtree;0.51;0.13;0.27579512461441646
48;159;366;gbtree;0.51;0.13;0.27579512461441646
49;159;366;gbtree;0.51;0.13;0.27579512461441646
50;159;366;gbtree;0.51;0.13;0.27579512461441646
51;159;366;gbtree;0.51;0.13;0.27579512461441646
52;159;366;gbtree;0.51;0.13;0.27579512461441646
53;159;366;gbtree;0.51;0.13;0.27579512461441646
54;159;366;gbtree;0.51;0.13;0.27579512461441646
55;159;366;gbtree;0.51;0.13;0.27579512461441646
56;159;366;gbtree;0.51;0.13;0.27579512461441646
57;159;366;gbtree;0.51;0.13;0.27579512461441646
58;159;366;gbtree;0.51;0.13;0.27579512461441646
59;159;366;gbtree;0.51;0.13;0.27579512461441646
60;159;366;gbtree;0.51;0.13;0.27579512461441646
61;159;366;gbtree;0.51;0.13;0.27579512461441646
62;159;366;gbtree;0.51;0.13;0.27579512461441646
63;159;366;gbtree;0.51;0.13;0.27579512461441646
64;159;366;gbtree;0.51;0.13;0.27579512461441646
65;159;366;gbtree;0.51;0.13;0.27579512461441646
66;159;366;gbtree;0.51;0.13;0.27579512461441646
67;159;366;gbtree;0.51;0.13;0.27579512461441646
68;159;366;gbtree;0.51;0.13;0.27579512461441646
69;159;366;gbtree;0.51;0.13;0.27579512461441646
70;159;366;gbtree;0.51;0.13;0.27579512461441646
71;159;366;gbtree;0.51;0.13;0.27579512461441646
72;159;366;gbtree;0.51;0.13;0.27579512461441646
73;159;366;gbtree;0.51;0.13;0.27579512461441646
74;159;366;gbtree;0.51;0.13;0.27579512461441646
75;371;268;gbtree;0.325;0.1;0.26224541541455404
76;366;260;gbtree;0.34;0.1;0.26006425625158835
77;366;260;gbtree;0.34;0.1;0.26006425625158835
78;366;260;gbtree;0.34;0.1;0.26006425625158835
79;366;260;gbtree;0.34;0.1;0.26006425625158835
80;366;260;gbtree;0.34;0.1;0.26006425625158835
81;366;260;gbtree;0.34;0.1;0.26006425625158835
82;366;260;gbtree;0.34;0.1;0.26006425625158835
83;343;231;gbtree;0.365;0.01;0.2592906736055124
84;343;231;gbtree;0.365;0.01;0.2592906736055124
85;343;231;gbtree;0.365;0.01;0.2592906736055124
86;343;231;gbtree;0.365;0.01;0.2592906736055124
87;343;231;gbtree;0.365;0.01;0.2592906736055124
88;343;231;gbtree;0.365;0.01;0.2592906736055124
89;343;231;gbtree;0.365;0.01;0.2592906736055124
