;Units;Epochs;Batch Size;Activation;Fitness
0;137;153;139;softmax;0.54917395
1;357;304;175;sigmoid;0.5425298
2;357;304;175;sigmoid;0.5425298
3;357;304;175;sigmoid;0.5425298
4;180;236;201;sigmoid;0.53974116
5;298;265;143;sigmoid;0.47996068
6;298;265;143;sigmoid;0.47996068
7;298;265;143;sigmoid;0.47996068
8;298;265;143;sigmoid;0.47996068
9;298;265;143;sigmoid;0.47996068
10;189;221;137;sigmoid;0.47824508
11;189;221;137;sigmoid;0.47824508
12;189;221;137;sigmoid;0.47824508
13;189;221;137;sigmoid;0.47824508
14;189;221;137;sigmoid;0.47824508
