;Units;Epochs;Batch Size;Activation;Fitness
0;128;72;101;sigmoid;0.39209777
1;128;72;102;sigmoid;0.3656976
2;173;46;74;sigmoid;0.3534772
3;163;55;64;sigmoid;0.34779412
4;166;53;66;sigmoid;0.33017632
5;166;53;66;sigmoid;0.33017632
6;166;53;66;sigmoid;0.33017632
7;166;53;66;sigmoid;0.33017632
8;166;53;66;sigmoid;0.33017632
9;166;53;66;sigmoid;0.33017632
10;166;53;66;sigmoid;0.33017632
11;166;53;66;sigmoid;0.33017632
12;166;53;66;sigmoid;0.33017632
13;166;53;66;sigmoid;0.33017632
14;166;53;66;sigmoid;0.33017632
