;Units;Epochs;Batch Size;Activation;Fitness
0;254;122;383;softmax;0.56263405
1;314;184;372;softmax;0.55778897
2;178;159;357;tanh;0.5260995
3;178;159;357;tanh;0.5260995
4;178;159;357;tanh;0.5260995
5;178;159;357;tanh;0.5260995
6;172;197;357;tanh;0.5228412
7;152;175;356;tanh;0.52066815
8;152;175;356;tanh;0.52066815
9;152;175;356;tanh;0.52066815
10;148;177;356;tanh;0.50998044
11;148;177;356;tanh;0.50998044
12;148;177;356;tanh;0.50998044
13;148;177;356;tanh;0.50998044
14;148;177;356;tanh;0.50998044
