;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;226;118;gbtree;0.8655;0.1477;0.28625698282194023
1;226;118;gbtree;0.8655;0.1477;0.28625698282194023
2;226;118;gbtree;0.8655;0.1477;0.28625698282194023
3;219;120;gbtree;0.879;0.0189;0.2723029138585724
4;240;118;gbtree;0.9099;0.043;0.2474831578466008
5;240;118;gbtree;0.9099;0.043;0.2474831578466008
6;240;118;gbtree;0.9099;0.043;0.2474831578466008
7;240;118;gbtree;0.9099;0.043;0.2474831578466008
8;240;118;gbtree;0.9099;0.043;0.2474831578466008
9;240;118;gbtree;0.9099;0.043;0.2474831578466008
10;240;118;gbtree;0.9099;0.043;0.2474831578466008
11;240;118;gbtree;0.9083;0.0401;0.24543806273970614
12;240;118;gbtree;0.9083;0.0401;0.24543806273970614
13;242;119;gbtree;0.898;0.0408;0.24297998562720885
14;242;119;gbtree;0.898;0.0408;0.24297998562720885
