;Units;Epochs;Batch Size;Activation;Fitness
0;186;181;314;linear;254.56987
1;231;246;98;softmax;0.63945776
2;231;246;98;softmax;0.63945776
3;292;218;240;softsign;0.59910357
4;292;218;240;softsign;0.59910357
5;292;218;240;softsign;0.59910357
6;292;218;240;softsign;0.59910357
7;292;218;240;softsign;0.59910357
8;386;180;249;softmax;0.5556435
9;386;180;249;softmax;0.5556435
10;386;180;249;softmax;0.5556435
11;386;180;249;softmax;0.5556435
12;386;180;249;softmax;0.5556435
13;386;180;249;softmax;0.5556435
14;386;180;249;softmax;0.5556435
15;386;180;249;softmax;0.5556435
16;386;180;249;softmax;0.5556435
17;386;180;249;softmax;0.5556435
18;386;180;249;softmax;0.5556435
19;386;180;249;softmax;0.5556435
20;386;180;249;softmax;0.5556435
21;61;321;43;mish;0.5369183
22;61;321;43;mish;0.5369183
23;61;321;43;mish;0.5369183
24;61;321;43;mish;0.5369183
25;54;335;204;sigmoid;0.48131722
26;54;335;204;sigmoid;0.48131722
27;54;335;204;sigmoid;0.48131722
28;54;335;204;sigmoid;0.48131722
29;54;335;204;sigmoid;0.48131722
30;54;335;204;sigmoid;0.48131722
31;54;335;204;sigmoid;0.48131722
32;54;335;204;sigmoid;0.48131722
33;54;335;204;sigmoid;0.48131722
34;54;335;204;sigmoid;0.48131722
35;54;335;204;sigmoid;0.48131722
36;54;335;204;sigmoid;0.48131722
37;54;335;204;sigmoid;0.48131722
38;54;335;204;sigmoid;0.48131722
39;54;335;204;sigmoid;0.48131722
40;54;335;204;sigmoid;0.48131722
41;54;335;204;sigmoid;0.48131722
42;54;335;204;sigmoid;0.48131722
43;54;335;204;sigmoid;0.48131722
44;54;335;204;sigmoid;0.48131722
45;54;335;204;sigmoid;0.48131722
46;206;217;61;sigmoid;0.44975123
47;206;217;61;sigmoid;0.44975123
48;206;217;61;sigmoid;0.44975123
49;206;217;61;sigmoid;0.44975123
50;206;217;61;sigmoid;0.44975123
51;206;217;61;sigmoid;0.44975123
52;206;217;61;sigmoid;0.44975123
53;206;217;61;sigmoid;0.44975123
54;206;217;61;sigmoid;0.44975123
55;206;217;61;sigmoid;0.44975123
56;178;176;57;sigmoid;0.44223028
57;178;176;57;sigmoid;0.44223028
58;178;176;57;sigmoid;0.44223028
59;178;176;57;sigmoid;0.44223028
60;178;176;57;sigmoid;0.44223028
61;178;176;57;sigmoid;0.44223028
62;178;176;57;sigmoid;0.44223028
63;178;176;57;sigmoid;0.44223028
64;178;176;57;sigmoid;0.44223028
65;178;176;57;sigmoid;0.44223028
66;178;176;57;sigmoid;0.44223028
67;178;176;57;sigmoid;0.44223028
68;178;176;57;sigmoid;0.44223028
69;178;176;57;sigmoid;0.44223028
70;178;176;57;sigmoid;0.44223028
71;178;176;57;sigmoid;0.44223028
72;178;176;57;sigmoid;0.44223028
73;178;176;57;sigmoid;0.44223028
74;178;176;57;sigmoid;0.44223028
75;178;176;57;sigmoid;0.44223028
76;178;176;57;sigmoid;0.44223028
77;178;176;57;sigmoid;0.44223028
78;178;176;57;sigmoid;0.44223028
79;178;176;57;sigmoid;0.44223028
80;178;176;57;sigmoid;0.44223028
81;178;176;57;sigmoid;0.44223028
82;178;176;57;sigmoid;0.44223028
83;178;176;57;sigmoid;0.44223028
84;188;153;62;sigmoid;0.427953
85;188;153;62;sigmoid;0.427953
86;188;153;62;sigmoid;0.427953
87;188;153;62;sigmoid;0.427953
88;188;153;62;sigmoid;0.427953
89;188;153;62;sigmoid;0.427953
90;188;153;62;sigmoid;0.427953
91;188;153;62;sigmoid;0.427953
92;188;153;62;sigmoid;0.427953
93;188;153;62;sigmoid;0.427953
94;188;153;62;sigmoid;0.427953
95;197;152;62;sigmoid;0.41708526
96;197;152;62;sigmoid;0.41708526
97;197;152;62;sigmoid;0.41708526
98;197;152;62;sigmoid;0.41708526
99;197;152;62;sigmoid;0.41708526
100;197;152;62;sigmoid;0.41708526
101;197;152;62;sigmoid;0.41708526
102;197;152;62;sigmoid;0.41708526
103;197;152;62;sigmoid;0.41708526
104;197;152;62;sigmoid;0.41708526
105;193;154;59;sigmoid;0.4112397
106;193;154;59;sigmoid;0.4112397
107;193;154;59;sigmoid;0.4112397
108;193;154;59;sigmoid;0.4112397
109;193;154;59;sigmoid;0.4112397
110;193;154;59;sigmoid;0.4112397
111;193;154;59;sigmoid;0.4112397
112;193;154;59;sigmoid;0.4112397
113;193;154;59;sigmoid;0.4112397
114;193;154;59;sigmoid;0.4112397
115;193;154;59;sigmoid;0.4112397
116;193;154;59;sigmoid;0.4112397
117;193;154;59;sigmoid;0.4112397
118;193;154;59;sigmoid;0.4112397
119;193;154;59;sigmoid;0.4112397
120;193;154;59;sigmoid;0.4112397
121;193;154;59;sigmoid;0.4112397
122;193;154;59;sigmoid;0.4112397
123;193;154;59;sigmoid;0.4112397
124;193;154;59;sigmoid;0.4112397
125;193;154;59;sigmoid;0.4112397
126;193;154;59;sigmoid;0.4112397
127;193;154;59;sigmoid;0.4112397
128;193;154;59;sigmoid;0.4112397
129;193;154;59;sigmoid;0.4112397
130;193;154;59;sigmoid;0.4112397
131;193;154;59;sigmoid;0.4112397
132;193;154;59;sigmoid;0.4112397
133;193;154;59;sigmoid;0.4112397
134;193;154;59;sigmoid;0.4112397
135;193;154;59;sigmoid;0.4112397
136;193;154;59;sigmoid;0.4112397
137;193;154;59;sigmoid;0.4112397
138;190;151;59;sigmoid;0.3937959
139;190;151;59;sigmoid;0.3937959
140;190;151;59;sigmoid;0.3937959
141;190;151;59;sigmoid;0.3937959
142;190;151;59;sigmoid;0.3937959
143;190;151;59;sigmoid;0.3937959
144;190;151;59;sigmoid;0.3937959
145;190;151;59;sigmoid;0.3937959
146;190;151;59;sigmoid;0.3937959
147;190;151;59;sigmoid;0.3937959
148;190;151;59;sigmoid;0.3937959
149;190;151;59;sigmoid;0.3937959
150;190;151;59;sigmoid;0.3937959
151;190;151;59;sigmoid;0.3937959
152;190;151;59;sigmoid;0.3937959
153;190;151;59;sigmoid;0.3937959
154;190;151;59;sigmoid;0.3937959
155;190;151;59;sigmoid;0.3937959
156;190;151;59;sigmoid;0.3937959
157;190;151;59;sigmoid;0.3937959
158;190;151;59;sigmoid;0.3937959
159;190;151;59;sigmoid;0.3937959
160;190;151;59;sigmoid;0.3937959
161;190;151;59;sigmoid;0.3937959
162;190;151;59;sigmoid;0.3937959
163;190;151;59;sigmoid;0.3937959
164;190;151;59;sigmoid;0.3937959
165;190;151;59;sigmoid;0.3937959
166;190;151;59;sigmoid;0.3937959
167;190;151;59;sigmoid;0.3937959
