;Units;Epochs;Batch Size;Activation;Fitness
0;14;49;250;sigmoid;0.5098351
1;14;49;250;sigmoid;0.5098351
2;152;101;136;sigmoid;0.49835148
3;152;101;136;sigmoid;0.49835148
4;56;93;136;softplus;0.48584002
5;56;93;136;softplus;0.48584002
6;56;93;136;softplus;0.48584002
7;56;93;136;softplus;0.48584002
8;56;93;136;softplus;0.48584002
9;71;116;133;softplus;0.4560731
10;71;116;133;softplus;0.4560731
11;71;116;133;softplus;0.4560731
12;71;116;133;softplus;0.4560731
13;71;116;133;softplus;0.4560731
14;71;116;133;softplus;0.4560731
