;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
0;70.0;229.0;23.0;4.0;0.2843040882923502
1;70.0;229.0;23.0;4.0;0.2843040882923502
2;70.0;229.0;23.0;4.0;0.2843040882923502
3;63.0;236.0;15.0;5.0;0.2761060201297948
4;53.0;231.0;17.0;4.0;0.274565415990638
5;66.0;230.0;16.0;3.0;0.2728857531484912
6;57.0;231.0;10.0;4.0;0.2643646893055843
7;56.0;231.0;8.0;4.0;0.26164561274188397
8;46.0;229.0;10.0;4.0;0.25967459712757984
9;46.0;230.0;8.0;4.0;0.25673463204533375
10;46.0;230.0;8.0;4.0;0.25673463204533375
11;45.0;230.0;8.0;4.0;0.25608286917786266
12;45.0;230.0;8.0;4.0;0.25608286917786266
13;45.0;230.0;8.0;4.0;0.25608286917786266
14;15.0;232.0;11.0;4.0;0.24687700839646504
