;Reservoirs;Sparsity;Spectral Radius;Fitness
0;29.0;0.1574;0.0815;0.36996199378637595
1;29.0;0.1574;0.0815;0.36996199378637595
2;29.0;0.1574;0.0815;0.36996199378637595
3;18.0;0.3816;0.2688;0.32619447624795495
4;18.0;0.3816;0.2688;0.32619447624795495
5;18.0;0.3816;0.2688;0.32619447624795495
6;18.0;0.3816;0.2688;0.32619447624795495
7;13.0;0.3379;0.2038;0.32090310728500226
8;13.0;0.3379;0.2038;0.32090310728500226
9;11.0;0.3692;0.2232;0.29629463358512825
10;11.0;0.3692;0.2232;0.29629463358512825
11;11.0;0.3692;0.2232;0.29629463358512825
12;11.0;0.3692;0.2232;0.29629463358512825
13;11.0;0.3722;0.2222;0.2962788894710792
14;11.0;0.3722;0.2222;0.2962788894710792
