;Units;Epochs;Batch Size;Activation;Fitness
0;350;249;115;sigmoid;0.44743544
1;350;249;115;sigmoid;0.44743544
2;350;249;115;sigmoid;0.44743544
3;350;249;115;sigmoid;0.44743544
4;350;249;115;sigmoid;0.44743544
5;350;249;115;sigmoid;0.44743544
6;350;249;115;sigmoid;0.44743544
7;350;249;115;sigmoid;0.44743544
8;350;249;115;sigmoid;0.44743544
9;350;249;115;sigmoid;0.44743544
10;350;249;115;sigmoid;0.44743544
11;350;249;115;sigmoid;0.44743544
12;350;249;115;sigmoid;0.44743544
13;350;249;115;sigmoid;0.44743544
14;350;249;115;sigmoid;0.44743544
