;Units;Epochs;Batch Size;Activation;Fitness
0;239;35;252;tanh;0.5773035
1;239;35;252;tanh;0.5773035
2;239;35;252;tanh;0.5773035
3;239;35;252;tanh;0.5773035
4;319;335;313;softsign;0.5562204
5;370;34;125;softsign;0.54237807
6;370;34;125;softsign;0.54237807
7;370;34;125;softsign;0.54237807
8;370;34;125;softsign;0.54237807
9;370;34;125;softsign;0.54237807
10;370;34;125;softsign;0.54237807
11;245;55;286;softsign;0.4057923
12;245;55;286;softsign;0.4057923
13;245;55;286;softsign;0.4057923
14;245;55;286;softsign;0.4057923
15;245;55;286;softsign;0.4057923
16;245;55;286;softsign;0.4057923
17;245;55;286;softsign;0.4057923
18;245;55;286;softsign;0.4057923
19;245;55;286;softsign;0.4057923
20;245;55;286;softsign;0.4057923
21;245;55;286;softsign;0.4057923
22;245;55;286;softsign;0.4057923
23;245;55;286;softsign;0.4057923
24;245;55;286;softsign;0.4057923
25;245;55;286;softsign;0.4057923
26;245;55;286;softsign;0.4057923
27;245;55;286;softsign;0.4057923
28;245;55;286;softsign;0.4057923
29;245;55;286;softsign;0.4057923
30;245;55;286;softsign;0.4057923
31;245;55;286;softsign;0.4057923
32;245;55;286;softsign;0.4057923
33;245;55;286;softsign;0.4057923
34;245;55;286;softsign;0.4057923
35;245;55;286;softsign;0.4057923
36;245;55;286;softsign;0.4057923
37;245;55;286;softsign;0.4057923
38;245;55;286;softsign;0.4057923
39;245;55;286;softsign;0.4057923
40;245;55;286;softsign;0.4057923
41;245;55;286;softsign;0.4057923
42;245;55;286;softsign;0.4057923
43;245;55;286;softsign;0.4057923
44;245;55;286;softsign;0.4057923
45;245;55;286;softsign;0.4057923
46;245;55;286;softsign;0.4057923
47;245;55;286;softsign;0.4057923
48;245;55;286;softsign;0.4057923
49;245;55;286;softsign;0.4057923
50;245;55;286;softsign;0.4057923
51;245;55;286;softsign;0.4057923
52;245;55;286;softsign;0.4057923
53;245;55;286;softsign;0.4057923
54;245;55;286;softsign;0.4057923
55;245;55;286;softsign;0.4057923
56;245;55;286;softsign;0.4057923
57;245;55;286;softsign;0.4057923
58;245;55;286;softsign;0.4057923
59;245;55;286;softsign;0.4057923
60;245;55;286;softsign;0.4057923
61;245;55;286;softsign;0.4057923
62;245;55;286;softsign;0.4057923
63;245;55;286;softsign;0.4057923
64;245;55;286;softsign;0.4057923
65;245;55;286;softsign;0.4057923
66;245;55;286;softsign;0.4057923
67;245;55;286;softsign;0.4057923
68;245;55;286;softsign;0.4057923
69;245;55;286;softsign;0.4057923
70;245;55;286;softsign;0.4057923
71;245;55;286;softsign;0.4057923
72;245;55;286;softsign;0.4057923
73;245;55;286;softsign;0.4057923
74;245;55;286;softsign;0.4057923
75;245;55;286;softsign;0.4057923
76;245;55;286;softsign;0.4057923
77;245;55;286;softsign;0.4057923
78;245;55;286;softsign;0.4057923
79;245;55;286;softsign;0.4057923
80;245;55;286;softsign;0.4057923
81;245;55;286;softsign;0.4057923
82;245;55;286;softsign;0.4057923
83;245;55;286;softsign;0.4057923
84;245;55;286;softsign;0.4057923
85;245;55;286;softsign;0.4057923
86;245;55;286;softsign;0.4057923
87;245;55;286;softsign;0.4057923
88;245;55;286;softsign;0.4057923
89;245;55;286;softsign;0.4057923
90;245;55;286;softsign;0.4057923
91;245;55;286;softsign;0.4057923
92;245;55;286;softsign;0.4057923
93;245;55;286;softsign;0.4057923
94;245;55;286;softsign;0.4057923
95;245;55;286;softsign;0.4057923
96;245;55;286;softsign;0.4057923
97;245;55;286;softsign;0.4057923
98;245;55;286;softsign;0.4057923
99;245;55;286;softsign;0.4057923
100;245;55;286;softsign;0.4057923
101;245;55;286;softsign;0.4057923
102;245;55;286;softsign;0.4057923
103;245;55;286;softsign;0.4057923
104;245;55;286;softsign;0.4057923
105;245;55;286;softsign;0.4057923
106;245;55;286;softsign;0.4057923
107;245;55;286;softsign;0.4057923
108;245;55;286;softsign;0.4057923
109;245;55;286;softsign;0.4057923
110;245;55;286;softsign;0.4057923
111;245;55;286;softsign;0.4057923
112;245;55;286;softsign;0.4057923
113;245;55;286;softsign;0.4057923
114;245;55;286;softsign;0.4057923
115;245;55;286;softsign;0.4057923
116;245;55;286;softsign;0.4057923
117;245;55;286;softsign;0.4057923
118;245;55;286;softsign;0.4057923
119;245;55;286;softsign;0.4057923
120;245;55;286;softsign;0.4057923
121;245;55;286;softsign;0.4057923
122;245;55;286;softsign;0.4057923
123;245;55;286;softsign;0.4057923
124;245;55;286;softsign;0.4057923
